title,release_date,genre,duration,director,producers,cast,press_eval,viewers_eval,age_limit,nationality,distributor,views,box_office_title,box_office_date,box_office_first_week,box_office_second_week
The Lost King,29 mars 2023,"['Comédie dramatique', 'Drame', 'Comédie']",1h 49min,Stephen Frears,"['Steve Coogan', 'Jeff Pope']","['Sally Hawkins', 'Steve Coogan', 'Harry Lloyd']","3,2","3,7",,Grande-Bretagne,Pathé,18016,['Box Office France'],"['29 mars au 5 avril 2023', '05 au 12 avril 2023']",37 431,15 590
Omoide no Marnie,14 janvier 2015,"['Animation', 'Drame', 'Famille']",1h 44min,Hiromasa Yonebayashi,"['Keiko Niwa', 'Masashi Ando']","['Kasumi Arimura', 'Sara Takatsuki', 'Nanako Matsushima']","3,6","4,2",à partir de 10 ans (children's film),Japon,The Walt Disney Company France,325763,['Box Office France'],"['14 au 21 janvier 2015', '21 au 28 janvier 2015']",50 412,24 371
Réparer Les Vivants,1 novembre 2016,['Drame'],1h 44min,Katell Quillévéré,"['Katell Quillévéré', 'Gilles Taurand']","['Tahar Rahim', 'Emmanuelle Seigner', 'Anne Dorval']","3,8","3,7",,France,Mars Films,599511,['Box Office France'],"['26 octobre au 2 novembre 2016', '02 au 9 novembre 2016']",37 752,141 407
8 femmes,6 février 2002,"['Policier', 'Comédie', 'Musical']",1h 51min,François Ozon,"['François Ozon', 'Marina De Van']","['Catherine Deneuve', 'Isabelle Huppert', 'Emmanuelle Béart']","4,2","3,3",,France,1 prix et 11 nominations,187508,['Box Office France'],"['06 au 13 février 2002', '13 au 20 février 2002']",1 008 915,825 013
Footloose,21 décembre 2011,"['Comédie', 'Drame', 'Musical']",1h 53min,Craig Brewer,"['Craig Brewer', 'Dean Pitchford']","['Kenny Wormald', 'Julianne Hough', 'Dennis Quaid']","2,0","3,2",à partir de 10 ans (children's film),U.S.A.,Paramount Pictures France,1535814,['Box Office France'],"['21 au 28 décembre 2011', '14 au 17 octobre 2011']",977,
Crash,14 septembre 2005,"['Drame', 'Thriller']",1h 47min,Paul Haggis,"['Paul Haggis', 'Bobby Moresco']","['Sandra Bullock', 'Don Cheadle', 'Matt Dillon']","3,9","3,9",,U.S.A.,Metropolitan FilmExport,323414,['Box Office France'],"['14 au 21 septembre 2005', '21 au 28 septembre 2005']",180 564,126 163
Corpse Bride,19 octobre 2005,"['Animation', 'Fantastique', 'Famille', 'Romance', 'Comédie musicale']",1h 17min,Mike Johnson,"['Tim Burton', 'John August', 'Caroline Thompson']","['Johnny Depp', 'Helena Bonham Carter', 'Emily Watson']","4,2","4,0",à partir de 8 ans (children's film),U.S.A.,Warner Bros. France,357856,['Box Office France'],"['19 au 26 octobre 2005', '26 octobre au 2 novembre 2005']",506 716,451 441
Le Tout Nouveau Testament,2 septembre 2015,"['Comédie', 'Fantastique']",1h 54min,Jaco van Dormael,"['Jaco van Dormael', 'Thomas Gunzig']","['Benoît Poelvoorde', 'Yolande Moreau', 'Catherine Deneuve']","3,2","2,6",,Belgique,Le Pacte,1187853,['Box Office France'],"['02 au 9 septembre 2015', '09 au 16 septembre 2015']",301 140,208 787
Grind House: Planet Terror,14 août 2007,['Epouvante-horreur'],1h 45min,Robert Rodriguez,['Robert Rodriguez'],"['Rose McGowan', 'Freddy Rodriguez', 'Josh Brolin']","3,3","3,6",Interdit aux moins de 12 ans,U.S.A.,TFM Distribution,346323,['Box Office France'],"['15 au 22 août 2007', '22 au 29 août 2007']",83 703,31 446
Q,14 septembre 2011,"['Comédie dramatique', 'Erotique']",1h 47min,Laurent Bouhnik,['Laurent Bouhnik'],"['Deborah Révy', 'Hélène Zimmer', 'Gowan Didi']","1,6","1,7",Interdit aux moins de 16 ans,France,Albany Films distribution,3095475,['Box Office France'],"['14 au 21 septembre 2011', '21 au 28 septembre 2011']",3 329,434
He's Just Not That Into You,11 février 2009,"['Comédie', 'Romance']",2h 10min,Ken Kwapis,"['Abby Kohn', 'Marc Silverstein']","['Ben Affleck', 'Jennifer Aniston', 'Drew Barrymore']","1,9","2,5",,U.S.A.,Metropolitan FilmExport,957106,['Box Office France'],"['11 au 18 février 2009', '18 au 25 février 2009']",310 809,195 986
The Lone Ranger,7 août 2013,"['Action', 'Aventure', 'Western']",2h 29min,Gore Verbinski,"['Justin Haythe', 'Ted Elliott']","['Johnny Depp', 'Armie Hammer', 'Tom Wilkinson']","3,5","3,3",à partir de 10 ans (children's film),U.S.A.,The Walt Disney Company France,1069116,['Box Office France'],"['07 au 14 août 2013', '14 au 21 août 2013']",544 062,256 690
Lawless,12 septembre 2012,"['Drame', 'Action', 'Western']",1h 55min,John Hillcoat,['Nick Cave'],"['Shia LaBeouf', 'Tom Hardy', 'Jason Clarke']","3,4","4,1",Interdit aux moins de 12 ans,U.S.A.,Metropolitan FilmExport,2838037,['Box Office France'],"['12 au 19 septembre 2012', '19 au 26 septembre 2012']",195 628,116 575
SOL,8 janvier 2020,['Comédie'],1h 38min,Jézabel Marques,"['Vincent Cappello', 'Faïza Guène']","['Chantal Lauby', 'Camille Chamoux', 'Giovanni Pucci']","3,1","2,5",,France,StudioCanal,340437,['Box Office France'],"['08 au 15 janvier 2020', '15 au 22 janvier 2020']",83 565,33 501
Angels & Demons,13 mai 2009,"['Thriller', 'Fantastique']",2h 20min,Ron Howard,"['Akiva Goldsman', 'David Koepp']","['Tom Hanks', 'Ewan McGregor', 'Stellan Skarsgård']","2,4","3,2",,U.S.A.,Sony Pictures Releasing France,792123,['Box Office France'],"['13 au 20 mai 2009', '20 au 27 mai 2009']",805 694,495 077
Les Poupées russes,15 juin 2005,['Comédie'],2h 05min,Cédric Klapisch,"['Cédric Klapisch', 'Barbara Constantine']","['Nathalie Marchak', 'Jean-Louis Barcelona', 'Romain Duris']","3,8","3,5",,France,Mars Distribution,500765,['Box Office France'],"['15 au 22 juin 2005', '22 au 29 juin 2005']",662 329,714 882
The Prince of Egypt,16 décembre 1998,"['Animation', 'Aventure', 'Drame']",1h 39min,Steve Hickner,"['Simon Wells', 'Brenda Chapman', 'Philip LaZebnik', 'Kelly Asbury']","['Val Kilmer', 'Ralph Fiennes', 'Jeff Goldblum']","2,8","3,7",à partir de 6 ans (children's film),U.S.A.,United International Pictures (UIP),53632,['Box Office US'],['08 au 11 janvier 1999'],5 800 000,
Todos lo saben,9 mai 2018,"['Thriller', 'Drame']",2h 13min,Asghar Farhadi,['Asghar Farhadi'],"['Penélope Cruz', 'Javier Bardem', 'Ricardo Darín']","3,2","3,6",,Espagne,Memento Distribution,564536,['Box Office France'],"['09 au 16 mai 2018', '16 au 23 mai 2018']",391 207,173 517
The Boss Baby,29 mars 2017,"['Animation', 'Comédie', 'Famille']",1h 38min,Tom McGrath,['Michael McCullers'],"['Timothé Vom Dorp', 'Miles Christopher Bakshi', 'Stefan Godin']","3,4","3,3",à partir de 6 ans (children's film),U.S.A.,Twentieth Century Fox France,1021139,['Box Office France'],"['29 mars au 5 avril 2017', '05 au 12 avril 2017']",1 059 393,703 609
 Siu lam juk kau,21 août 2002,"['Action', 'Comédie', 'Fantastique', 'Arts Martiaux']",1h 53min,Stephen Chow,"['Stephen Chow', 'Kan-Cheung Tsang']","['Stephen Chow', 'Wei Zhao', 'Wong Yat Fei']","3,8","2,8",à partir de 8 ans (children's film),Chine,Metropolitan FilmExport,64539,['Box Office France'],"['21 au 28 août 2002', '28 août au 4 septembre 2002']",283 832,171 633
The Florida Project,20 décembre 2017,['Drame'],1h 51min,Sean Baker,"['Sean Baker', 'Chris Bergoch']","['Brooklynn Prince', 'Bria Vinaite', 'Willem Dafoe']","3,7","3,7",,U.S.A.,Le Pacte,350742,['Box Office France'],"['20 au 27 décembre 2017', '27 décembre 2017 au 3 janvier 2018']",44 897,47 954
Behind the Candelabra,18 septembre 2013,"['Drame', 'Biopic']",1h 59min,Steven Soderbergh,['Richard LaGravenese'],"['Michael Douglas', 'Matt Damon', 'Dan Aykroyd']","4,0","3,7",,U.S.A.,ARP Sélection,646257,['Box Office France'],"['18 au 25 septembre 2013', '25 septembre au 2 octobre 2013']",123 223,60 741
X-Men: Apocalypse,18 mai 2016,"['Action', 'Aventure', 'Science fiction']",2h 24min,Bryan Singer,['Simon Kinberg'],"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence']","2,5","3,5",,U.S.A.,Twentieth Century Fox France,791594,['Box Office France'],"['18 au 25 mai 2016', '25 mai au 1 juin 2016']",902 696,449 104
Podium,11 février 2004,"['Comédie', 'Musical']",1h 35min,Yann Moix,"['Yann Moix', 'Olivier Dazat']","['Benoît Poelvoorde', 'Jean-Paul Rouve', 'Julie Depardieu']","3,3","2,6",,France,Mars Distribution,87198,['Box Office France'],"['11 au 18 février 2004', '18 au 25 février 2004']",1 154 169,855 223
Inexorable,6 avril 2022,['Thriller'],1h 39min,Fabrice Du Welz,"['Joséphine Hopkins', 'Aurélien Molas']","['Benoît Poelvoorde', 'Alba Gaia Bellugi', 'Mélanie Doutey']","3,3","2,9",Interdit aux moins de 12 ans,France,The Jokers / Les Bookmakers,206116,['Box Office France'],"['06 au 13 avril 2022', '13 au 20 avril 2022']",15 001,5 430
Quai d'Orsay,6 novembre 2013,['Comédie'],1h 53min,Bertrand Tavernier,"['Bertrand Tavernier', 'Christophe Blain']","['Thierry Lhermitte', 'Raphaël Personnaz', 'Niels Arestrup']","3,4","3,0",,France,Pathé,729944,['Box Office France'],"['06 au 13 novembre 2013', '13 au 20 novembre 2013']",372 944,208 741
The Twilight Saga: Breaking Dawn - Part 2,,"['Fantastique', 'Romance', 'Aventure', 'Drame']",1h 55min,Bill Condon,['Melissa Rosenberg'],"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']","2,9","3,0",,U.S.A.,SND,7067323,['Box Office France'],"['14 au 21 novembre 2012', '21 au 28 novembre 2012']",2 409 923,1 029 989
Terminator Genisys,1 juillet 2015,"['Action', 'Science fiction']",2h 06min,Alan Taylor,"['Laeta Kalogridis', 'Patrick Lussier']","['Arnold Schwarzenegger', 'Emilia Clarke', 'Jai Courtney']","2,4","3,0","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Paramount Pictures France,56133,['Box Office France'],"['01 au 8 juillet 2015', '08 au 15 juillet 2015']",666 495,339 748
Nos plus belles vacances,7 mars 2012,"['Comédie', 'Famille']",1h 34min,Philippe Lellouche,['Frédéric Petitjean'],"['Philippe Lellouche', 'Julie Gayet', 'Gérard Darmon']","1,8","2,2",,France,Pathé,1345182,['Box Office France'],"['07 au 14 mars 2012', '14 au 21 mars 2012']",138 820,110 610
Good Luck Chuck,26 décembre 2007,"['Romance', 'Comédie dramatique']",1h 41min,Mark Helfrich,['Josh Stolberg'],"['Dane Cook', 'Jessica Alba', 'Dan Fogler']","1,5","2,3",,U.S.A.,Sony Pictures Releasing France,531354,['Box Office France'],"['26 décembre 2007 au 2 janvier 2008', '02 au 9 janvier 2008']",69 804,54 721
Shallow Hal,6 mars 2002,"['Comédie', 'Romance']",1h 54min,Bobby Farrelly,"['Peter Farrelly', 'Sean Moynihan', 'Peter Farrelly']","['Gwyneth Paltrow', 'Jack Black', 'Jason Alexander']","3,0","2,4",,U.S.A.,UFD,45008,['Box Office France'],"['06 au 13 mars 2002', '13 au 20 mars 2002']",171 835,211 234
Le Boulet,10 avril 2002,"['Comédie', 'Action', 'Aventure']",1h 47min,Alain Berbérian,"['Frédéric Forestier', 'Thomas Langmann', 'Matt Alexander']","['Pierre Zaoui', 'Gérard Lanvin', 'Benoît Poelvoorde']","3,2","2,2",,France,Warner Bros. France,48996,['Box Office France'],"['10 au 17 avril 2002', '17 au 24 avril 2002']",1 423 290,704 155
Narco,1 décembre 2004,['Comédie'],1h 45min,Gilles Lellouche,"['Tristan Aurouet', 'Gilles Lellouche', 'Alain Attal']","['Guillaume Canet', 'Benoît Poelvoorde', 'Zabou Breitman']","3,2","2,6",,France,Mars Distribution,290579,['Box Office France'],"['01 au 8 décembre 2004', '08 au 15 décembre 2004']",346 119,173 323
Juno,6 février 2008,"['Comédie', 'Drame']",1h 36min,Jason Reitman,['Diablo Cody'],"['Elliot Page', 'Michael Cera', 'Jennifer Garner']","3,9","3,9",,U.S.A.,Twentieth Century Fox France,503113,['Box Office France'],"['06 au 13 février 2008', '13 au 20 février 2008']",182 134,184 565
Under sandet,1 mars 2017,"['Historique', 'Drame', 'Guerre']",1h 41min,Martin Zandvliet,['Martin Zandvliet'],"['Roland Møller', 'Mikkel Boe Folsgaard', 'Joel Basman']","3,3","4,2","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Allemagne,Bac Films,341706,['Box Office France'],"['01 au 8 mars 2017', '08 au 15 mars 2017']",15 479,4 644
Hitman: Agent 47,26 août 2015,['Action'],1h 25min,Aleksander Bach,"['Michael Finch', 'Skip Woods']","['Rupert Friend', 'Hannah Ware', 'Zachary Quinto']","1,4","2,4",Interdit aux moins de 12 ans,U.S.A.,Twentieth Century Fox France,267112,['Box Office France'],"['26 août au 2 septembre 2015', '02 au 9 septembre 2015']",343 418,158 042
The War with Grandpa,7 octobre 2020,"['Comédie', 'Famille', 'Drame']",1h 38min,Tim Hill,"['Tom J. Astle', 'Matt Ember']","['Robert De Niro', 'Oakes Fegley', 'Uma Thurman']","1,9","2,1",,U.S.A.,Alba Films,194947,['Box Office France'],"['07 au 14 octobre 2020', '14 au 21 octobre 2020']",50 862,34 869
Message from the King,10 mai 2017,['Thriller'],1h 42min,Fabrice Du Welz,"['Oliver Butcher', 'Stephen Cornwell']","['Chadwick Boseman', 'Luke Evans', 'Teresa Palmer']","2,9","3,4",Interdit aux moins de 12 ans avec avertissement,Grande-Bretagne,The Jokers / Les Bookmakers,368751,['Box Office France'],"['10 au 17 mai 2017', '17 au 24 mai 2017']",29 046,14 857
Paris,20 février 2008,"['Comédie dramatique', 'Romance']",2h 10min,Cédric Klapisch,['Cédric Klapisch'],"['Juliette Binoche', 'Romain Duris', 'Fabrice Luchini']","3,0","3,3",,France,Mars Films,976128,['Box Office France'],"['20 au 27 février 2008', '27 février au 5 mars 2008']",778 154,377 622
Need for Speed,16 avril 2014,['Action'],2h 11min,Scott Waugh,['George Gatins'],"['Aaron Paul', 'Dominic Cooper', 'Imogen Poots']","2,7","3,1",,U.S.A.,Metropolitan FilmExport,448030,['Box Office France'],"['16 au 23 avril 2014', '23 au 30 avril 2014']",255 242,140 130
Le Manoir,21 juin 2017,"['Comédie', 'Epouvante-horreur']",1h 40min,Tony Datis,"[' Marc Jarousseau / Kemar', 'Dominique Gauriaud']","[' Marc Jarousseau / Kemar', ' Natoo', ' Ludovik']","2,3","2,0",Interdit aux moins de 12 ans,France,Gaumont Distribution,694556,['Box Office France'],"['21 au 28 juin 2017', '28 juin au 5 juillet 2017']",104 758,66 786
Peterchens Mondfahrt,7 décembre 2022,"['Animation', 'Famille', 'Aventure']",1h 25min,Ali Samadi Ahadi,"['Ali Samadi Ahadi', 'Arne Nolting']","['Maxime Donnay', 'Dirk Petrick', 'Benoit Van Dorslaer']","2,8","2,5",à partir de 6 ans (children's film),Allemagne,KMBO,140526,['Box Office France'],"['07 au 14 décembre 2022', '14 au 21 décembre 2022']",158 405,154 912
Paulette,16 janvier 2013,['Comédie'],1h 27min,Jérôme Enrico,"['Jérôme Enrico', 'Laurie Aubanel']","['Bernadette Lafont', 'Carmen Maura', 'Dominique Lavanant']","2,6","3,2",,France,Gaumont Distribution,778742,['Box Office France'],"['09 au 16 janvier 2013', '16 au 23 janvier 2013']",1 049,206 259
Ils,19 juillet 2006,['Thriller'],1h 18min,Xavier Palud,"['David Moreau', 'Xavier Palud', 'David Moreau']","['Olivia Bonamy', 'Michaël Cohen', 'Alexandru Boghiu']","3,2","2,6",Interdit aux moins de 12 ans,France,Mars Distribution,453234,['Box Office France'],"['19 au 26 juillet 2006', '26 juillet au 2 août 2006']",106 182,79 517
Ferdinand,20 décembre 2017,"['Animation', 'Comédie', 'Aventure']",1h 49min,Carlos Saldanha,"['Robert L. Baird', 'Tim Federle']","['John Cena', 'Kate McKinnon', 'David Tennant']","3,3","3,8",à partir de 8 ans (children's film),U.S.A.,Twentieth Century Fox France,680449,['Box Office France'],"['20 au 27 décembre 2017', '27 décembre 2017 au 3 janvier 2018']",455 707,761 388
The Minions,8 juillet 2015,"['Animation', 'Famille']",1h 31min,Pierre Coffin,"['Kyle Balda', 'Brian Lynch']","['Marion Cotillard', 'Sandra Bullock', 'Guillaume Canet']","3,7","3,3",à partir de 6 ans (children's film),U.S.A.,Universal Pictures International France,1269314,['Box Office France'],"['08 au 15 juillet 2015', '15 au 22 juillet 2015']",2 180 461,1 205 332
Epic,22 mai 2013,"['Aventure', 'Animation', 'Famille']",1h 42min,Chris Wedge,"['Daniel Shere', 'Tom J. Astle']","['Mélanie Laurent', 'Amanda Seyfried', 'Jérémie Renier']","3,5","3,8",à partir de 6 ans (children's film),U.S.A.,Twentieth Century Fox France,610948,['Box Office France'],"['22 au 29 mai 2013', '29 mai au 5 juin 2013']",413 571,278 687
Maze Runner: The Death Cure,7 février 2018,"['Science fiction', 'Aventure']",2h 22min,Wes Ball,['T.S. Nowlin'],"[""Dylan O'Brien"", 'Kaya Scodelario', 'Thomas Brodie-Sangster']","2,9","3,5","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",U.S.A.,Twentieth Century Fox France,691995,['Box Office France'],"['07 au 14 février 2018', '14 au 21 février 2018']",751 040,645 550
The Last Castle,,"['Action', 'Drame', 'Thriller']",2h 11min,Rod Lurie,"['David Scarpa', 'Graham Yost']","['Robert Redford', 'James Gandolfini', 'Mark Ruffalo']","2,8","3,3",,U.S.A.,United International Pictures (UIP),22973,['Box Office US'],"['16 au 19 octobre 2001', '26 au 29 octobre 2001']",7 100 000,3 600 000
Buh-Ning,29 août 2018,"['Drame', 'Thriller']",2h 28min,Lee Chang-Dong,"['Lee Chang-Dong', 'Oh Jung-mi']","['Ah-In Yoo', 'Steven Yeun', 'Jeon Jong-seo']","4,3","3,7",,Corée du Sud,Diaphana Distribution,279132,['Box Office France'],"['29 août au 5 septembre 2018', '05 au 12 septembre 2018']",70 166,44 543
Tromperie,29 décembre 2021,"['Drame', 'Romance']",1h 45min,Arnaud Desplechin,"['Arnaud Desplechin', 'Julie Peyr']","['Denis Podalydès', 'Léa Seydoux', 'Emmanuelle Devos']","3,6","2,3",,France,Le Pacte,69633,['Box Office France'],"['29 décembre 2021 au 5 janvier 2022', '05 au 12 janvier 2022']",41 734,24 933
La Traversée,29 septembre 2021,"['Animation', 'Drame']",1h 24min,Florence Miailhe,"['Florence Miailhe', 'Marie Desplechin']","['Emilie Lan Dürr', 'Florence Miailhe', 'Maxime Gémin']","4,2","3,9",,France,Gebeka Films,21687,['Box Office France'],"['29 septembre au 6 octobre 2021', '06 au 13 octobre 2021']",5 764,3 631
Cold Pursuit,27 février 2019,"['Action', 'Drame']",1h 59min,Hans Petter Moland,"['Frank Baldwin', 'Kim Fupz Aakeson']","['Liam Neeson', 'Tom Bateman', 'Tom Jackson']","2,7","2,4","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Grande-Bretagne,StudioCanal,676130,['Box Office France'],"['27 février au 6 mars 2019', '06 au 13 mars 2019']",185 673,80 974
Dans la brume,4 avril 2018,['Science fiction'],1h 29min,Daniel Roby,"['Guillaume Lemans', 'Mathieu Delozier']","['Romain Duris', 'Olga Kurylenko', 'Fantine Harduin']","3,4","2,9",,France,Mars Films,419647,['Box Office France'],"['04 au 11 avril 2018', '11 au 18 avril 2018']",123 397,85 451
What Women Want,14 février 2001,"['Comédie', 'Romance']",2h 07min,Nancy Meyers,"['Josh Goldsmith', 'Cathy Yuspa']","['Mel Gibson', 'Helen Hunt', 'Marisa Tomei']","3,7","3,2",,U.S.A.,Bac Films,79829,['Box Office France'],"['14 au 21 février 2001', '21 au 28 février 2001']",959 614,680 139
There's Something about Mary,11 novembre 1998,['Comédie'],1h 59min,Peter Farrelly,"['Bobby Farrelly', 'Edward Decter', 'Peter Farrelly']","['Ben Stiller', 'Cameron Diaz', 'Matt Dillon']","4,0","3,5",,U.S.A.,UFD,94559,['Box Office France'],['11 au 18 novembre 1998'],573 347,
Celle que Vous Croyez,27 février 2019,['Drame'],1h 42min,Safy Nebbou,"['Safy Nebbou', 'Julie Peyr']","['Juliette Binoche', 'François Civil', 'Nicole Garcia']","3,4","3,8",,France,Diaphana Distribution,447260,['Box Office France'],"['27 février au 6 mars 2019', '06 au 13 mars 2019']",113 432,58 324
De toutes nos forces,26 mars 2014,['Comédie dramatique'],1h 29min,Nils Tavernier,"['Nils Tavernier', 'Pierre Leyssieux']","['Jacques Gamblin', 'Alexandra Lamy', 'Fabien Héraud']","3,2","4,0",,France,Pathé,770000,['Box Office France'],"['26 mars au 2 avril 2014', '02 au 9 avril 2014']",238 763,161 606
Hytti nro 6,3 novembre 2021,"['Drame', 'Comédie']",1h 42min,Juho Kuosmanen,"['Juho Kuosmanen', 'Andris Feldmanis']","['Seidi Haarla', 'Yuriy Borisov', 'Dinara Drukarova']","3,9","3,8",,Finlande,Haut et Court,148392,['Box Office France'],"['03 au 10 novembre 2021', '10 au 17 novembre 2021']",42 636,16 273
