title,release_date,genre,duration,director,producers,cast,nationality,distributor,box_office_first_week,press_eval,viewers_eval,views,budget,Temperature Moyenne,Lille,Bordeaux,Lyon,Paris,season,year
mystery,2013-03-20,Thriller,60,Lou Ye,"Mei Feng, Yu Fan","Lei Hao, Hao Qin, Qi Xi",France,Wild Bunch Distribution,10088,3.3,2.9,308732.0,0.0,7.89,2.06,10.86,8.74,5.79,Spring,2013
acciaio,2013-06-05,Drame,60,Stefano Mordini,"Giulia Calenda, Stefano Mordini","Michele Riondino, Vittoria Puccini, Anna Bellezza",Italie,Bellissima Films,3261,3.2,2.8,46435.0,0.0,18.74,14.06,18.15,20.57,17.9,Summer,2013
jeunesse sauvage,2020-06-22,Drame,60,Frédéric Carpentier,Frédéric Carpentier,"Pablo Cobo, Darren Muselet, Léone François",France,Fratel Films,3289,2.7,2.9,148865.0,0.0,20.05,19.45,18.59,18.26,18.96,Summer,2020
enough said,2014-03-26,"Comédie, Romance",60,Nicole Holofcener,Nicole Holofcener,"Julia Louis-Dreyfus, James Gandolfini, Catherine Keener",U.S.A.,Twentieth Century Fox France,7389,3.2,3.3,81848.0,0.0,11.74,12.55,12.13,10.9,10.1,Spring,2014
þrestir,2016-07-13,Drame,60,Rúnar Rúnarsson,Rúnar Rúnarsson,"Atli Oskar Fjalarsson, Ingvar Sigurðsson, Nanna Kristín Magnúsdóttir",Islande,ASC Distribution,4150,3.7,3.3,18804.0,0.0,21.89,19.89,22.06,20.05,19.46,Summer,2016
plynace wiezowce,2014-05-14,"Drame, Romance",60,Tomasz Wasilewski,Tomasz Wasilewski,"Mateusz Banasiuk, Bartosz Gelner, Marta Nieradkiewicz",Pologne,Outplay Films,3153,3.1,3.0,60105.0,0.0,16.48,17.14,15.12,13.87,16.27,Spring,2014
il se passe quelque chose,2018-08-15,Drame,60,Anne Alix,"Anne Alix, Alexis Galmot","Lola Dueñas, Bojena Horackova, Serge Geairain",France,Shellac,3521,3.1,2.5,129292.0,0.0,23.63,18.46,22.87,22.86,20.96,Summer,2018
par amour,2012-12-26,"Comédie, Romance",60,Laurent Firode,Laurent Firode,"Valérie Mairesse, Valerie Vogt, Frederic Bouraly",France,Noblesse Oblige Distribution,4055,2.0,2.9,30605.0,0.0,17.82,8.01,11.34,8.75,9.01,Winter,2012
toutes les filles pleurent,2010-03-31,Comédie dramatique,60,Judith Godrèche,"Judith Godrèche, Jacques Fieschi","Judith Godrèche, Eric Elmosnino, Maurice Barthélémy",France,ARP Sélection,4290,2.3,1.3,88857.0,0.0,9.29,7.88,9.48,8.18,7.89,Spring,2010
let my people go!,2011-12-28,Comédie,60,Mikael Buch,"Mikael Buch, Christophe Honoré","Nicolas Maury, Carmen Maura, Jean-François Stévenin",France,Les Films du Losange,17312,2.5,2.4,519819.0,0.0,16.25,8.4,9.5,4.93,6.42,Winter,2011
den allvarsamma leken,2017-06-07,Drame,60,Pernilla August,Lone Scherfig,"Karin Franz Körlof, Sverrir Gudnason, Liv Mjönes",Suède,Paradis Films,7364,2.5,3.1,38361.0,0.0,21.01,17.98,19.39,23.71,20.99,Summer,2017
walden,2022-09-07,Drame,60,Bojena Horackova,"Bojena Horackova, Marc Cholodenko","Ina Marija Bartaité, Laurynas Jurgelis, Fabienne Babe",France,La Traverse,556,3.3,3.0,3582.0,0.0,23.95,18.09,23.63,22.63,19.39,Autumn,2022
sameblod,2018-11-14,Drame,60,Amanda Kernell,Amanda Kernell,"Lene Cecilia Sparrok, Hanna Alström, Mia Erika Sparrok",Suède,Bodega Films,8249,3.3,3.9,16380.0,0.0,14.72,5.1,10.02,6.44,6.05,Autumn,2018
gimme shelter,2014-10-29,Drame,60,Ron Krauss,Ron Krauss,"Vanessa Hudgens, Rosario Dawson, Brendan Fraser",U.S.A.,LFR Films,48,1.2,2.9,28149.0,7500000.0,19.66,11.0,14.94,14.17,14.17,Autumn,2014
melody,2015-05-06,Drame,60,Bernard Bellefroid,"Bernard Bellefroid, Carine Zimmerlin","Rachael Blake, Lucie Debay, Don Gallagher",Belgique,Damned Distribution,4210,3.4,3.4,106316.0,1000000.0,16.52,16.67,17.09,15.9,13.95,Spring,2015
sur quel pied danser,2016-07-06,"Comédie musicale, Comédie",60,Paul Calori,"Kostia Testut, Paul Calori, Kostia Testut","Pauline Etienne, Olivier Chantreau, François Morel",France,Rezo Films,6413,3.3,2.9,117943.0,0.0,21.36,18.16,20.1,21.55,19.97,Summer,2016
miele,2013-09-25,Drame,60,Valeria Golino,"Valeria Golino, Francesca Marciano","Jasmine Trinca, Carlo Cecchi, Libero De Rienzo",France,Jour2fête,11416,3.8,3.6,83939.0,0.0,21.98,14.18,20.16,18.91,17.64,Autumn,2013
paradies: hoffnung,2013-04-24,Drame,60,Ulrich Seidl,"Ulrich Seidl, Veronika Franz","Melanie Lenz, Verena Lehbauer, Vivian Bartsch",France,Happiness Distribution,1259,3.4,3.1,27910.0,0.0,12.6,10.48,14.37,11.3,9.86,Spring,2013
madangeul naon amtak,2012-10-31,"Animation, Aventure",60,Oh Seongyun,"Kim Eunjung, Na Hyun","Sori Moon, Yoo Seung-ho, Min-sik Choi",Corée du Sud,Cinéma Public Films,4876,2.7,3.4,652.0,0.0,15.92,7.31,11.61,9.71,6.97,Autumn,2012
bas-fonds,2010-12-29,Drame,60,Isild Le Besco,Marie Chaduc,"Valérie Nataf, Ginger Romàn, Noémie Le Carrer",France,Ciné Classic,1753,3.6,1.8,58137.0,0.0,12.13,1.58,4.19,1.45,1.41,Winter,2010
soumaya,2020-02-05,Drame,60,Waheed Khan,"Ubaydah Abu-Usayd, Maryam Um-Usayd, Ubaydah Abu-Usayd","Soraya Hachoumi, Sonya Mellah, Sarah Perriez",France,Yaraa Distribution,156,3.0,3.8,6988.0,0.0,7.78,6.76,9.5,9.12,7.54,Winter,2020
jesús,2018-03-28,Drame,60,Fernando Guzzoni,Fernando Guzzoni,"Nicolás Durán, Alejandro Goic, Gastón Salgado",Chili,Optimale Distribution,288,3.2,3.1,7067.0,0.0,10.3,7.55,11.28,11.08,8.57,Spring,2018
min lilla syster,2015-12-16,Comédie dramatique,60,Sanna Lenken,Sanna Lenken,"Rebecka Josephson, Amy Deasismont, Annika Hallin",Suède,Urban Distribution,6080,3.3,3.6,197382.0,0.0,19.66,11.99,12.07,10.77,12.47,Winter,2015
mes frères,2018-07-04,Drame,60,Bertrand Guerry,Sophie Davout,"David Arribe, Thomas Guerry, Sacha Guerry",France,Mitiki,7188,2.7,3.6,114911.0,0.0,23.58,22.84,24.53,21.65,21.89,Summer,2018
meu nome é bagdá,2021-09-22,Drame,60,Caru Alves de Souza,"Caru Alves de Souza, Josefina Trotta","Grace Orsato, Helena Luz, Karina Buhr",Brésil,Wayna Pitch,453,3.1,3.0,39822.0,0.0,20.8,15.93,18.81,16.16,15.09,Autumn,2021
los silencios,2019-04-03,Drame,60,Beatriz Seigner,Beatriz Seigner,"Marleyda Soto, Enrique Díaz, María Paula Tabares Peña",Colombie,Pyramide Distribution,11762,3.8,3.6,313146.0,0.0,9.39,8.92,8.55,8.18,7.31,Spring,2019
les beaux menteurs,2019-07-17,"Comédie, Drame",60,Bruno Mercier,Bruno Mercier,"Alice Carel, Morgan Perez, Mark Austin (II)",France,Destiny Films,498,2.0,2.0,15695.0,0.0,25.55,22.01,24.9,26.37,25.45,Summer,2019
lebanon,2010-02-03,"Drame, Guerre",60,Samuel Maoz,Samuel Maoz,"Yoav Donat, Itay Tiran, Oshri Cohen",France,CTV International,23952,3.9,3.1,116184.0,0.0,5.02,3.31,7.49,5.19,4.11,Winter,2010
ayneh,2011-12-21,Drame,60,Jafar Panahi,Jafar Panahi,"Mina Mohammad Khani, Aida Mohammadkhani, Kazem Mojdehi",Iran,Tamasa Distribution,1511,4.2,3.8,28104.0,0.0,15.26,7.42,7.49,3.75,6.66,Winter,2011
ang babaeng humayo,2017-02-01,Drame,180,Lav Diaz,Lav Diaz,"Charo Santos-Concio, John Lloyd Cruz, Michael De Mesa",Philippines,ARP Sélection,2704,4.1,3.5,8799.0,0.0,7.22,6.5,9.39,7.39,7.8,Winter,2017
vive la crise !,2017-05-10,Comédie,60,Jean-François Davy,Jean-François Davy,"Jean-Claude Dreyfus, Jean-Marie Bigard, Lola Marois Bigard",France,KapFilms,10349,2.7,1.6,212613.0,0.0,17.62,18.22,18.74,14.57,17.59,Spring,2017
ham on rye,2021-12-08,"Comédie dramatique, Drame, Comédie",60,Tyler Taormina,"Tyler Taormina, Eric Berger (II)","Haley Bodell, Audrey Boos, Gabriella Herrara",U.S.A.,Ed Distribution,1034,3.6,2.4,3969.0,0.0,14.54,6.53,8.22,2.86,6.08,Winter,2021
celui qu'on attendait,2016-06-08,Comédie dramatique,60,Serge Avédikian,"Serge Avédikian, Jean-François Derec","Patrick Chesnais, Arsinée Khanjian, Robert Harutyunyan",France,Les Acacias,10011,3.0,3.4,31286.0,0.0,18.73,16.52,18.46,18.08,17.61,Summer,2016
domingo,2018-10-10,"Comédie, Drame",60,Fellipe Barbosa,"Clara Linhart, Lucas Paraizo","Itala Nandi, Camila Morgado, Augusto Madeira",Brésil,Condor Distribution,3477,2.9,3.3,261109.0,0.0,22.77,16.2,18.35,18.76,19.55,Autumn,2018
coup d'éclat,2011-04-27,Policier,60,José Alcala,"José Alcala, Olivier Gorce","Catherine Frot, Karim Seghair, Marie Raynal",France,Ad Vitam,63051,3.0,2.2,239618.0,0.0,14.9,13.65,16.97,14.49,12.38,Spring,2011
pieta,2013-04-10,Drame,60,Kim Ki-duk,Kim Ki-duk,"Lee Jung-Jin, Min-soo Jo, Ki-Hong Woo",Corée du Sud,Pretty Pictures,5363,2.7,2.9,252715.0,0.0,13.38,11.79,14.56,13.56,12.0,Spring,2013
crawl,2013-01-30,Comédie dramatique,60,Herve Lasgouttes,"Loic Delafoulhouze, Herve Lasgouttes","Swann Arlaud, Anne Marivin, Nina Meurisse",France,Premium Films,3377,3.3,3.2,131778.0,13500000.0,7.65,7.2,11.18,6.87,8.02,Winter,2013
a land imagined,2019-03-06,"Policier, Drame, Thriller",60,Siew Hua Yeo,Siew Hua Yeo,"Xiaoyi Liu, Peter Yu, Jack Tan (II)",Singapour,Epicentre Films,7100,3.6,3.2,105717.0,0.0,9.57,8.39,10.21,9.97,9.27,Spring,2019
salauds de pauvres,2019-06-05,Comédie,60,Christophe Alévêque,"Rémi Cotta, Jean-Claude Deret, Patrice Leconte,  Giedré","Arielle Dombasle, Albert Delpy, Zabou Breitman",France,Dix-Huit jours,28,2.3,3.3,48396.0,0.0,16.74,13.99,16.48,15.76,14.45,Summer,2019
unga astrid,2019-05-08,"Biopic, Drame",120,Pernille Fischer Christensen,"Pernille Fischer Christensen, Kim Fupz Aakeson","Alba August, Maria Bonnevie, Trine Dyrholm",Danemark,ARP Sélection,15437,3.2,4.0,155226.0,0.0,14.23,10.76,15.36,14.15,11.89,Spring,2019
night comes on,2019-02-13,Drame,60,Jordana Spiro,Jordana Spiro,"Dominique Fishback, Tatum Marilyn Hall, Max Casella",U.S.A.,Condor Distribution,1697,3.3,3.3,218872.0,0.0,8.29,6.28,8.67,11.04,8.48,Winter,2019
difret,2015-07-08,Drame,60,Zeresenay Mehari,Zeresenay Mehari,"Meron Getnet, Tizita Hagere, Haregewine Assefa",Ethiopie,Ad Vitam,20169,3.5,4.0,57079.0,0.0,22.12,17.52,22.76,22.14,20.2,Summer,2015
residue,2022-01-05,Drame,60,Merawi Gerima,Merawi Gerima,"Obinna Nwachukwu, Dennis Lindsey, Taline Stewart",U.S.A.,Capricci Films,1105,3.7,3.4,58260.0,0.0,3.51,2.53,7.31,2.82,3.88,Winter,2022
the slut,2012-07-11,Drame,60,Hagar Ben Asher,Hagar Ben Asher,"Hagar Ben Asher, Ishai Golan, Itcho Avital",Israël,Zootrope Films / Luminor,1834,2.6,2.3,105143.0,0.0,18.8,15.97,17.9,17.55,14.6,Summer,2012
à jamais,2016-12-07,Drame,60,Benoit Jacquot,Julia Roy,"Mathieu Amalric, Julia Roy, Jeanne Balibar",France,Alfama Films,13644,3.1,1.6,188521.0,0.0,13.7,6.43,7.08,1.66,4.31,Winter,2016
liu yu tian,2019-12-04,"Thriller, Romance",60,Zu Feng,"Zu Feng, Zhou Yang","Zu Feng, Lu Huang, Chen Minghao",Chine,Damned Distribution,846,2.6,3.1,53029.0,0.0,13.92,5.79,6.91,3.41,4.47,Winter,2019
liban 1982,2021-11-24,"Drame, Historique, Fantastique",60,Oualid Mouaness,Oualid Mouaness,"Nadine Labaki, Mohamad Dalli, Rodrigue Sleiman",Liban,Moonlight Films Distribution,874,2.9,3.1,57086.0,0.0,12.68,4.89,5.33,2.41,3.75,Autumn,2021
rebirth,2012-06-13,"Action, Arts Martiaux",60,Jean-Marc Minéo,Jean-Marc Minéo,"Jon Foo, Caroline Ducey, Michaël Cohen",France,KapFilms,6989,3.0,2.3,177954.0,0.0,18.36,15.86,18.08,20.84,13.04,Summer,2012
après le sud,2011-10-12,Drame,60,Jean-Jacques Jauffret,Jean-Jacques Jauffret,"Adèle Haenel, Sylvie Lachat, Ulysse Grosjean",France,Jour2fête,4209,3.3,2.7,193364.0,0.0,18.68,11.91,14.57,13.58,12.32,Autumn,2011
bonheur académie,2017-06-28,Comédie dramatique,60,Alain Della Negra,"Kaori Kinoshita, Alain Della Negra, Kaori Kinoshita","Laure Calamy, Michèle Gurtner, Arnaud Fleurent-Didier",France,Epicentre Films,1821,2.6,2.2,31337.0,0.0,19.62,17.88,18.07,17.31,18.83,Summer,2017
la fièvre,2021-06-30,Drame,60,Maya Da-Rin,"Maya Da-Rin, Miguel Seabra Lopes","Regis Myrupu, Rosa Peixoto, Johnatan Sodré",Brésil,Survivance,593,3.7,3.2,3557.0,0.0,20.69,16.25,21.46,21.11,18.64,Summer,2021
la vie de château,2017-08-09,Comédie dramatique,60,Modi Barry,"Cédric Ido, Modi Barry, Cédric Ido","Jacky Ido, Tatiana Rojo, Jean-Baptiste Anoumon",France,Happiness Distribution,3883,2.8,3.0,33250.0,0.0,21.42,17.06,21.17,19.6,17.26,Summer,2017
morrer como um homem,2010-04-28,"Drame, Biopic",120,João Pedro Rodrigues,"João Pedro Rodrigues, Rui Catalao","Fernando Santos, Alexander David, Gonçalo Ferreira de Almeida",France,Epicentre Films,4454,3.9,2.9,33162.0,0.0,14.0,12.13,13.95,15.21,11.71,Spring,2010
la prima cosa bella,2011-06-29,"Comédie, Drame",60,Paolo Virzì,"Paolo Virzì, Francesco Bruni","Micaela Ramazzotti, Stefania Sandrelli, Valerio Mastandrea",Italie,Wild Bunch Distribution,12652,3.0,3.3,368628.0,0.0,20.54,17.59,21.34,19.88,17.89,Summer,2011
win win,2011-08-31,"Comédie, Drame",60,Tom McCarthy,"Tom McCarthy, Joe Tiboni","Paul Giamatti, Amy Ryan, Bobby Cannavale",U.S.A.,Twentieth Century Fox France,7534,3.0,3.2,228898.0,6000000.0,22.23,17.91,20.65,19.98,17.62,Summer,2011
adem,2011-10-12,Drame,60,Hans Van Nuffel,"Jean-Claude Van Rijckeghem, Hans Van Nuffel","Stef Aerts, Marie Vinck, Wouter Hendrickx",Belgique,Premium Films,5498,3.0,3.9,428053.0,0.0,18.68,11.91,14.57,13.58,12.32,Autumn,2011
thirst street,2018-07-25,"Romance, Comédie",60,Nathan Silver,"Chris Wells (II), Nathan Silver","Lindsay Burdge, Damien Bonnard, Esther Garrel",France,Stray Dogs Distribution,2275,3.2,3.2,129873.0,0.0,25.93,25.42,24.07,25.54,24.62,Summer,2018
buñuel en el laberinto de las tortugas,2019-06-19,Animation,60,Salvador Simó,"Eligio R. Montero, Salvador Simó","Jorge Usón, Fernando Ramos, Luis Enrique de Tomás",Espagne,Eurozoom,6214,3.9,3.8,14176.0,0.0,21.69,19.62,21.33,22.55,19.96,Summer,2019
"norte, hangganan ng kasaysayan",2015-11-04,Drame,240,Lav Diaz,"Lav Diaz, Rody Vera","Sid Lucero, Archie Alemania, Angeli Bayani",Philippines,Shellac,375,4.2,3.2,6905.0,0.0,20.59,13.48,15.21,13.37,15.9,Autumn,2015
12 ans d'âge,2013-06-26,Comédie,60,Frédéric Proust,Frédéric Proust,"François Berléand, Patrick Chesnais, Anne Consigny",France,Pyramide Distribution,35147,2.2,2.4,218631.0,0.0,18.7,13.53,18.67,19.69,15.6,Summer,2013
luzzu,2022-01-05,Drame,60,Alex Camilleri,Alex Camilleri,"Jesmark Scicluna, Michela Farrugia, David Scicluna",Malte,Epicentre Films,50,3.1,3.4,79335.0,0.0,3.51,2.53,7.31,2.82,3.88,Winter,2022
amare amaro,2020-02-19,Drame,60,Julien Paolini,"Julien Paolini, Samy Baaroun","Syrus Shahidi, Virginia Perroni, Celeste Casciaro",Italie,DHR distribution / A Vif Cinemas,2727,3.3,3.9,11107.0,0.0,8.29,7.99,10.35,5.64,9.45,Winter,2020
krotkaya,2017-08-16,Drame,120,Sergei Loznitsa,Sergei Loznitsa,"Vasilina Makovtseva, Valeriu Andriutã, Sergey Kolesov",Russie,Haut et Court,17512,3.0,2.7,215453.0,0.0,22.81,17.8,21.7,21.99,19.58,Summer,2017
ilegitim,2016-06-08,Drame,60,Adrian Sitaru,"Adrian Sitaru, Alina Grigore","Alina Grigore, Adrian Titieni, Robi Urs",Roumanie,Damned Distribution,2760,3.6,3.4,48969.0,0.0,18.73,16.52,18.46,18.08,17.61,Summer,2016
bitch slap,2012-06-20,"Action, Comédie",60,Rick Jacobson,"Rick Jacobson, Eric Gruendemann","Julia Voth, Erin Cummings, America Olivo",U.S.A.,Euro TV,149,1.4,1.7,14197.0,0.0,20.4,17.11,21.11,22.56,16.23,Summer,2012
ouf,2013-02-27,"Comédie, Romance",60,Yann Coridian,"Yann Coridian, Sophie Fillières","Eric Elmosnino, Sophie Quinton, Valeria Golino",France,MK2 Diffusion,4081,2.9,2.2,47323.0,850000.0,5.6,3.42,7.11,3.02,5.46,Winter,2013
tête baissée,2015-10-14,"Drame, Thriller",60,Kamen Kalev,"Kamen Kalev, Emmanuel Courcol","Melvil Poupaud, Seher Nebieva, Lidia Koleva",Bulgarie,Le Pacte,2117,2.6,3.4,12357.0,0.0,15.22,9.18,9.36,6.29,9.28,Autumn,2015
svecenikova djeca,2015-04-01,Comédie dramatique,60,Andro Krpan,"Vinko Brešan, Mate Matisic, Vinko Brešan","Kresimir Mikic, Niksa Butijer, Drazen Kuhn",Croatie,Wide Distribution,6656,2.3,3.5,35022.0,1750000.0,8.87,5.64,10.92,6.18,7.59,Spring,2015
maternal,2020-10-07,Drame,60,Maura Delpero,Maura Delpero,"Lidiya Liberman, Denise Carrizo, Agustina Malale",Italie,Memento Distribution,13042,3.7,3.5,175681.0,0.0,17.57,10.04,13.92,10.89,12.01,Autumn,2020
chercher le garçon,2012-05-09,"Comédie, Romance",60,Dorothée Sebbagh,Dorothée Sebbagh,"Sophie Cattani, Moussa Maaskri, Gérard Dubouche",France,Shellac,10617,3.5,2.8,321513.0,0.0,16.5,12.93,19.59,15.89,15.08,Spring,2012
rives,2012-02-29,Drame,60,Armel Hostiou,"Armel Hostiou, Nicolas Bouyssi","Jasmina Sijercic, César Lakits, Abubakar Jamil",France,Epicentre Films,563,2.4,2.7,26024.0,0.0,8.15,6.55,9.39,7.15,8.64,Winter,2012
holiday,2010-12-08,"Comédie, Policier",60,Guillaume Nicloux,"Guillaume Nicloux, Jean-Bernard Pouy","Jean-Pierre Darroussin, Judith Godrèche, Josiane Balasko",France,MK2 Diffusion,50045,2.4,1.9,293426.0,0.0,11.65,1.72,5.7,1.56,0.26,Winter,2010
frontières,2018-05-23,Drame,60,Apolline Traoré,Apolline Traoré,"Amélie Mbaye, Naky Sy Savane",Burkina Faso,Hévadis Films,670,2.8,2.5,5244.0,3000000.0,20.46,21.11,18.52,20.73,20.96,Spring,2018
anton tchékhov 1890,2015-03-18,"Drame, Biopic",60,René Féret,René Féret,"Nicolas Giraud, Lolita Chammah, Robinson Stévenin",France,JML Distribution,19081,3.9,2.9,31399.0,0.0,8.99,4.93,10.38,10.59,7.03,Spring,2015
liteul poreseuteu,2019-07-03,Comédie dramatique,60,Yim Soon-rye,Sung-goo Hwang,"Tae-ri Kim, Ryu Jun-yeol, Moon So-ri",Corée du Sud,Borealia Films,51,3.0,4.0,8821.0,0.0,24.5,18.45,26.77,26.07,24.19,Summer,2019
fortuna,2018-09-19,Drame,60,Germinal Roaux,Germinal Roaux,"Kidist Siyum Beza, Bruno Ganz, Patrick d'Assumçao",Suisse,Nour Films,14234,3.3,3.6,251659.0,0.0,21.37,15.22,18.26,19.37,16.0,Autumn,2018
my soul to take,2012-08-01,"Epouvante-horreur, Thriller",60,Wes Craven,Wes Craven,"Max Thieriot, John Magaro, Denzel Whitaker",U.S.A.,Euro TV,867,2.2,1.9,118260.0,25000000.0,20.4,17.09,18.65,19.08,16.16,Summer,2012
héritage,2012-12-12,Drame,60,Hiam Abbass,"Hiam Abbass, Ala Hlehel","Hafsia Herzi, Ashraf Barhom, Hiam Abbass",France,Diaphana Distribution,15897,3.4,2.9,46905.0,0.0,14.82,3.41,8.93,6.8,4.94,Winter,2012
sweet valentine,2010-06-02,Comédie dramatique,60,Emma Luchini,"Emma Luchini, Vanessa David","Vincent Elbaz, Vanessa David, Louise Bourgoin",France,Mars Films,5399,2.3,1.5,99953.0,0.0,20.19,19.45,20.42,19.18,19.92,Summer,2010
jeanne captive,2011-11-16,"Historique, Biopic",60,Philippe Ramos,Philippe Ramos,"Clémence Poésy, Thierry Frémont, Liam Cunningham",France,Dulac Distribution,3520,2.6,1.9,270417.0,0.0,16.28,5.18,12.63,9.56,8.02,Autumn,2011
la chispa de la vida,2012-12-12,Comédie dramatique,60,Álex de la Iglesia,Randy Feldman,"José Mota, Salma Hayek, Blanca Portillo",France,DistriB Films,2531,3.0,3.0,129124.0,0.0,14.82,3.41,8.93,6.8,4.94,Winter,2012
gianni e le donne,2011-06-01,"Comédie, Drame",60,Gianni Di Gregorio,"Gianni Di Gregorio, Valerio Attanasio","Gianni Di Gregorio, Valeria De Franciscis, Alfonso Santagata",Italie,Pyramide Distribution,40589,3.3,2.5,148961.0,0.0,18.62,16.86,19.38,18.46,16.41,Summer,2011
love and bruises,2011-11-02,Drame,60,Lou Ye,"Lou Ye, Liu Jie Falin","Corinne Yam, Tahar Rahim, Jalil Lespert",France,Wild Bunch Distribution,109,2.7,1.9,385546.0,0.0,19.1,12.28,13.35,13.33,12.52,Autumn,2011
volevo nascondermi,2021-07-07,"Drame, Biopic",120,Giorgio Diritti,"Giorgio Diritti, Fredo Valla","Elio Germano, Oliver Ewy, Leonardo Carrozzo",Italie,Bodega Films,1863,2.8,3.4,7885.0,0.0,20.32,18.34,19.48,18.88,17.9,Summer,2021
shahada,2011-01-26,Drame,60,Burhan Qurbani,Burhan Qurbani,"Maryam Zaree, Carlo Ljubek, Jeremias Acheampong",Allemagne,Memento Distribution,18482,2.9,2.9,124068.0,0.0,0.81,-0.04,1.71,-0.87,-0.75,Winter,2011
entre deux trains,2021-11-10,Drame,60,Pierre Filmon,Pierre Filmon,"Laëtitia Eïdo, Pierre Rochefort, Ronald Guttman",France,Almano Films,577,2.8,3.2,10499.0,60000.0,14.89,7.41,10.6,5.83,5.63,Autumn,2021
"family romance, llc",2020-08-19,Drame,60,Werner Herzog,Werner Herzog,"Ishii Yuichi, Mahiro Tanimoto",U.S.A.,Nour Films,6467,3.4,3.1,58362.0,0.0,24.69,20.21,23.17,22.84,23.22,Summer,2020
hana to alice satsujin jiken,2016-05-11,Animation,60,Shunji Iwai,Shunji Iwai,"Yû Aoi, Anne Suzuki, Shôko Aida",Japon,Eurozoom,9127,3.8,3.4,47087.0,0.0,14.83,15.22,12.93,13.45,13.57,Spring,2016
the president,2015-03-18,"Drame, Guerre",60,Mohsen Makhmalbaf,"Mohsen Makhmalbaf, Marziyeh Meshkini","Mikheil Gomiashvili, Dachi Orvelashvili, Ia Sukhitashvili",Allemagne,Bac Films,7995,2.8,3.6,177256.0,0.0,8.99,4.93,10.38,10.59,7.03,Spring,2015
son épouse,2014-03-12,Comédie dramatique,60,Michel Spinosa,"Michel Spinosa, Agnès De Sacy","Yvan Attal,  Janagi, Charlotte Gainsbourg",France,Paramount Home Entertainment,16218,3.0,2.8,69474.0,0.0,10.77,9.91,11.92,11.28,9.72,Spring,2014
landes,2013-07-31,Drame,60,François-Xavier Vives,"François-Xavier Vives, Camille Fontaine","Marie Gillain, Jalil Lespert,  Miou-Miou",France,Dulac Distribution,33543,3.3,2.7,118087.0,0.0,25.13,21.94,24.87,25.05,22.8,Summer,2013
sole,2020-09-09,Drame,60,Carlo Sironi,"Carlo Sironi, Antonio Manca","Sandra Drzymalska, Claudio Segaluscio, Barbara Ronchi",Italie,Les Valseurs,4196,3.2,3.6,83311.0,0.0,24.93,17.53,23.66,23.1,23.35,Autumn,2020
the ones below,2017-03-22,Thriller,60,David Farr,David Farr,"Clémence Poésy, David Morrissey, Stephen Campbell-Moore",Grande-Bretagne,Septième Factory,11134,3.0,2.6,260835.0,0.0,11.56,9.14,12.7,11.39,12.57,Spring,2017
okul tıraşı,2022-06-08,Drame,60,Ferit Karahan,"Ferit Karahan, Gülistan Acet","Samet Yıldız, Ekin Koç, Mahir İpek",Turquie,Moonlight Films Distribution,926,3.4,3.6,34496.0,0.0,20.37,17.8,22.21,18.43,20.41,Summer,2022
féminin plurielles,2018-03-07,Comédie dramatique,60,Sébastien Bailly,Sébastien Bailly,"Hafsia Herzi, Lise Bellynck, Anne Steffens",France,La Mer à Boire Productions,435,3.1,2.6,30728.0,0.0,9.52,8.57,9.3,9.81,9.91,Spring,2018
hirune hime: shiranai watashi no monogatari,2017-07-12,"Animation, Drame, Fantastique",60,Kenji Kamiyama,Kenji Kamiyama,"Mitsuki Takahata, Yôsuke Eguchi, Shinnosuke Mitsushima",Japon,Eurozoom,8931,3.0,3.3,48546.0,0.0,22.56,19.99,20.98,23.37,20.47,Summer,2017
les jours venus,2015-02-04,Comédie dramatique,60,Romain Goupil,Romain Goupil,"Valeria Bruni Tedeschi, Marina Hands, Noémie Lvovsky",France,Les Films du Losange,15413,3.4,1.9,42504.0,0.0,2.53,2.45,2.79,0.24,1.15,Winter,2015
frost,2018-03-28,Drame,120,Sharunas Bartas,"Sharunas Bartas, Anna Cohen-Yanay","Mantas Janciauskas, Lyja Maknaviciute, Andrzej Chyra",Lituanie,Rezo Films,2355,3.6,2.7,17329.0,0.0,10.3,7.55,11.28,11.08,8.57,Spring,2018
la belle occasion,2017-04-12,Drame,60,Isild Le Besco,Isild Le Besco,"Isild Le Besco, Yara Pilartz, Paul Bartel (II)",France,JHR Films,1052,2.4,2.1,22425.0,0.0,12.42,9.65,14.26,12.61,10.58,Spring,2017
ozzy,2017-07-12,"Animation, Famille",60,Nacho la Casa,"Alberto Rodríguez (III), Juan Ramón Ruiz de Somavía","Ramzy Bedia, Guillermo Romero, Antoine Duléry",Espagne,ARP Sélection,50649,2.8,2.2,139698.0,10000000.0,22.56,19.99,20.98,23.37,20.47,Summer,2017
ray,2017-11-15,"Drame, Guerre",120,Andrey Konchalovsky,"Andrey Konchalovsky, Elena Kiseleva","Yuliya Vysotskaya, Christian Clauß, Philippe Duquesne",Russie,Dulac Distribution,2631,3.1,3.4,72401.0,40000000.0,14.04,7.61,6.2,2.63,7.77,Autumn,2017
