title,release_date,genre,duration,director,producers,cast,nationality,distributor,box_office_first_week,press_eval,viewers_eval,views,budget,season
mandariinid,2016-04-06,"Drame, Guerre",87,Zaza Urushadze,Zaza Urushadze,"Lembit Ulfsak, Elmo Nüganen, Misha Meskhi",Autres,ACE Entertainment Films,4 816,"3,8","3,9",15984,0.0,Spring
a e i o u - das schnelle alphabet der liebe,2022-12-21,"Comédie, Romance",104,Nicolette Krebitz,Nicolette Krebitz,"Sophie Rois, Udo Kier, Milan Herms",Allemagne,Shellac,424,"2,3","2,0",2295,0.0,Winter
alles ist gut,2019-04-03,Drame,90,Eva Trobisch,Eva Trobisch,"Aenne Schwarz, Andreas Döhler, Hans Löw",Allemagne,Wild Bunch Distribution,14 004,"3,6","2,9",55941,0.0,Spring
meu nome é bagdá,2021-09-22,Drame,96,Caru Alves de Souza,"Caru Alves de Souza, Josefina Trotta","Grace Orsato, Helena Luz, Karina Buhr",Brésil,Wayna Pitch,453,"3,1","3,0",39827,0.0,Autumn
zavod,2019-07-24,"Thriller, Drame",109,Yuri Bykov,Yuri Bykov,"Denis Shvedov, Vladislav Abashin, Andrey Smolyakov",Russie,"Kinovista , Bac Films",2 236,"2,9","2,9",27932,0.0,Summer
lingua franca,2020-07-01,Drame,89,Isabel Sandoval,Isabel Sandoval,"Isabel Sandoval, Eamon Farren, Ivory Aquino",U.S.A.,JHR Films,8 337,"3,7","3,0",96537,0.0,Summer
song for marion,2013-05-15,Comédie dramatique,93,Paul Andrew Williams,Paul Andrew Williams,"Terence Stamp, Vanessa Redgrave, Gemma Arterton",U.S.A.,Haut et Court,39 833,"2,7","3,9",295308,0.0,Spring
operación e,2012-11-28,Drame,109,Miguel Courtois Paternina,Antonio Onetti,"Luis Tosar, Martina García, Gilberto Ramirez",Espagne,EuropaCorp Distribution,8 868,"2,9","3,3",340031,0.0,Autumn
les jours venus,2015-02-04,Comédie dramatique,90,Romain Goupil,Romain Goupil,"Valeria Bruni Tedeschi, Marina Hands, Noémie Lvovsky",France,Les Films du Losange,15 413,"3,4","1,9",42507,0.0,Winter
incompresa,2014-11-26,Drame,103,Asia Argento,"Asia Argento, Barbara Alberti","Giulia Salerno, Charlotte Gainsbourg, Gabriel Garko",France,Dark Star Presse,8 503,"3,3","3,3",145568,0.0,Autumn
jeunesse sauvage,2020-06-22,Drame,80,Frédéric Carpentier,Frédéric Carpentier,"Pablo Cobo, Darren Muselet, Léone François",France,Fratel Films,3 289,"2,7","2,9",148872,0.0,Summer
free zone,2005-11-09,Drame,93,Amos Gitaï,"Amos Gitaï, Marie-Jose Sanselme","Natalie Portman, Hanna Laszlo, Hiam Abbass",Israël,Bac Films,31 502,"3,6","2,4",47840,0.0,Autumn
echo,2020-01-01,Drame,79,Rúnar Rúnarsson,Rúnar Rúnarsson,"Bjarki Thor, Ragnar Jónsson, Sigurmar Albertsson",Islande,Jour2fête,2 257,"2,7","3,2",115516,0.0,Winter
anton tchékhov 1890,2015-03-18,"Drame, Biopic",96,René Féret,René Féret,"Nicolas Giraud, Lolita Chammah, Robinson Stévenin",France,JML Distribution,19 081,"3,9","2,9",31405,0.0,Spring
4:48,2017-02-22,Drame,83,Jacky Katu,"Thomas Liégeard, Jacky Katu","David Chausse, Aurélie Houguenade, Jean-Marie Galey",France,Cinéma Saint-André des Arts,30,"2,5",--,10711,0.0,Winter
donne-moi la main,2009-02-18,"Drame, Animation",80,Pascal-Alex Vincent,"Pascal-Alex Vincent, Martin Drouot","Victor Carril, Alexandre Carril, Anaïs Demoustier",France,Bodega Films,3 934,"2,8","2,4",75319,0.0,Winter
cache cache,2018-01-24,Thriller,77,Guillaume Chemouili,"Nadia van de Ven, Guillaume Chemouili","Nadia van de Ven, Tristan Delus, Ludovic Thievon",France,Cinéma Saint-André des Arts,53,"2,7",--,8353,0.0,Winter
license to wed,2007-08-22,"Comédie, Romance",90,Ken Kwapis,"Kim Barker, Vince DiMeglio","Robin Williams, Mandy Moore, John Krasinski",U.S.A.,Warner Bros. France,27 883,"1,5","2,0",95224,35000000.0,Summer
maraviglioso boccaccio,2015-06-10,"Drame, Historique",120,Vittorio Taviani,"Paolo Taviani, Paolo Taviani, Vittorio Taviani","Riccardo Scamarcio, Kim Rossi Stuart, Jasmine Trinca",Italie,Bellissima Films,14 954,"3,1","2,6",303921,0.0,Summer
le grand retournement,2013-01-23,Comédie dramatique,77,Gérard Mordillat,Gérard Mordillat,"Jacques Weber, François Morel, Edouard Baer",France,Solaris Distribution,12 769,"3,2","2,9",63692,0.0,Winter
le week-end,2014-03-05,"Comédie dramatique, Romance",93,Roger Michell,Hanif Kureishi,"Jim Broadbent, Lindsay Duncan, Jeff Goldblum",Grande-Bretagne,ARP Sélection,31 950,"3,4","2,6",94226,0.0,Spring
a few best men,2012-08-08,Comédie,97,Stephan Elliott,Dean Craig,"Xavier Samuel, Kris Marshall, Kevin Bishop",Australie,Pyramide Distribution,60 783,"2,6","2,4",610868,12468389.0,Summer
mauvais genres,2001-08-08,Comédie dramatique,110,Francis Girod,"Philippe Cougrand, Francis Girod","Richard Bohringer, Robinson Stévenin, Stéphane Metzger",Belgique,# prix,40 206,"2,7","2,9",4894,0.0,Summer
the student,2014-03-05,Drame,90,Darezhan Omirbayev,Darezhan Omirbayev,"Nurlan Baitasov, Maya Serikbayeva, Edige Bolysbaev",kazakhstan,Les Acacias,1 521,"3,5","2,6",8408,0.0,Spring
gigola,2011-01-19,Drame,102,Laure Charpentier,"Laure Charpentier, Denise Petitdidier","Lou Doillon, Marie Kremer, Marisa Paredes",France,KapFilms,8 252,"1,5","2,0",60132,14000000.0,Winter
chi to hone,2005-07-20,Drame,140,Yōichi Sai,Yōichi Sai,"Takeshi Kitano, Hirofumi Arai, Kyoka Suzuki",Japon,ARP Sélection,19 903,"3,9","3,4",53295,0.0,Summer
"as mil e uma noites: volume 1, o inquieto",2015-06-24,Drame,130,Miguel Gomes,"Miguel Gomes, Mariana Ricardo","Miguel Gomes, Crista Alfaiate, Carloto Cotta",Portugal,Shellac,14 199,"4,3","2,8",95003,0.0,Summer
passade,2017-08-09,Drame,85,Gorune Aprikian,Gorune Aprikian,"Fanny Valette, Amaury de Crayencour",France,Zelig Films Distribution,4 214,"2,6","2,6",29637,0.0,Summer
la clé des champs,2011-12-21,Aventure,81,Claude Nuridsany,"Marie Pérennou, Claude Nuridsany, Marie Pérennou","Simon Delagnes, Lindsey Henocque, Jean-Claude Ayrinhac",France,The Walt Disney Company France,30 417,"3,2","2,7",568912,0.0,Winter
wùlu,2017-06-14,Drame,95,Daouda Coulibaly (II),Daouda Coulibaly (II),"Ibrahim Koma, Inna Modja, Quim Gutiérrez",France,New Story,6 512,"3,1","3,6",255443,0.0,Summer
it felt like love,2013-07-17,Drame,82,Eliza Hittman,Eliza Hittman,"Gina Piersanti, Ronen Rubinstein, Giovanna Salimeni",U.S.A.,KMBO,1 326,"2,9","2,9",120981,0.0,Summer
acciaio,2013-06-05,Drame,95,Stefano Mordini,"Giulia Calenda, Stefano Mordini","Michele Riondino, Vittoria Puccini, Anna Bellezza",Italie,Bellissima Films,3 261,"3,2","2,8",46437,0.0,Summer
océane,2013-09-11,Comédie,105,Philippe Appietto,"Nathalie Sauvegrain, Philippe Appietto, Nathalie Sauvegrain","Lou Lesage, Olivier Clastre, Diana Laszlo",France,Premium Films,3 170,"3,1","3,0",46506,0.0,Autumn
aurore,2006-03-22,Musical,95,Nils Tavernier,"Nils Tavernier, Marjolaine Nonon","Margaux Chatelier, Carole Bouquet, François Berléand",France,Les Films du Losange,44 884,"2,4","1,9",67819,0.0,Spring
8 fois debout,2010-04-14,Comédie dramatique,103,Xabi Molia,Xabi Molia,"Julie Gayet, Denis Podalydès, Constance Dollé",France,UFO Distribution,35 202,"3,6","2,5",106557,0.0,Spring
je pense à vous,2006-11-29,Comédie dramatique,82,Pascal Bonitzer,"Pascal Bonitzer, Marina De Van","Edouard Baer, Géraldine Pailhas, Marina De Van",France,Rezo Films,40 152,"3,0","1,4",75593,0.0,Autumn
le dernier jour d’yitzhak rabin,2015-12-16,"Drame, Thriller",150,Amos Gitaï,"Marie-Jose Sanselme, Amos Gitaï","Ischac Hiskiya, Pini Mitelman, Tomer Sisley",Israël,Dulac Distribution,16 938,"3,6","3,2",192038,4600000.0,Winter
aquele querido mes de agosto,2009-06-17,Romance,150,Miguel Gomes,"Miguel Gomes, Mariana Ricardo","Sonia Bandeira, Fabio Oliveira, Joaquim Carvalho",Portugal,Shellac,3 837,"3,5","2,7",58583,0.0,Summer
sieranevada,2016-08-03,Drame,173,Cristi Puiu,Cristi Puiu,"Mimi Branescu, Judith State, Bogdan Dumitrache",Roumanie,Wild Bunch Distribution,14 645,"3,7","2,9",35617,1488410.0,Summer
ixcanul,2015-11-25,Drame,91,Jayro Bustamante,Jayro Bustamante,"María Mercedes Croy, María Telón, Manuel Antún",Autres,ARP Sélection,25 046,"3,8","3,7",218850,0.0,Autumn
stop-zemlia,2022-09-14,"Drame, Romance",122,Kateryna Gornostai,Kateryna Gornostai,"Maria Fedorchenko, Arsenii Markov, Yana Isaienko",Ukraine,Wayna Pitch,314,"3,3","2,7",3204,0.0,Autumn
tout est faux,2014-09-17,Drame,81,Jean-Marie Villeneuve,Jean-Marie Villeneuve,"Frédéric Bayer Azem, Mathieu Lagarrigue, Marie Demasi",France,Cinéma Saint-André des Arts,131,"3,6","4,1",32996,0.0,Autumn
"cristovão colombo, o enigma",2008-09-03,"Drame, Aventure, Historique",75,Manoel de Oliveira,Manoel de Oliveira,"Ricardo Trepa, Manoel de Oliveira, Maria Isabel de Oliveira",Portugal,Epicentre Films,7,"3,6","2,2",32648,0.0,Autumn
ray,2017-11-15,"Drame, Guerre",130,Andrey Konchalovsky,"Andrey Konchalovsky, Elena Kiseleva","Yuliya Vysotskaya, Christian Clauß, Philippe Duquesne",Russie,Dulac Distribution,2 631,"3,1","3,4",72402,40000000.0,Autumn
shirley: visions of reality,2014-09-17,Drame,93,Gustav Deutsch,Gustav Deutsch,"Stephanie Cumming, Christoph Bach, Florentin Groll",Autriche,KMBO,11 868,"2,7","3,1",314102,0.0,Autumn
sole,2020-09-09,Drame,100,Carlo Sironi,"Carlo Sironi, Antonio Manca","Sandra Drzymalska, Claudio Segaluscio, Barbara Ronchi",Italie,Les Valseurs,4 196,"3,2","3,6",83313,0.0,Autumn
hsing fu lu shang,2018-08-01,Animation,111,Hsin-Yin Sung,Hsin-Yin Sung,"Gwei Lun Mei, Te-Sheng Wei, Chen Bor Jeng",Taïwan,Eurozoom,5 615,"3,7","3,9",21957,0.0,Summer
enough said,2014-03-26,"Comédie, Romance",93,Nicole Holofcener,Nicole Holofcener,"Julia Louis-Dreyfus, James Gandolfini, Catherine Keener",U.S.A.,Twentieth Century Fox France,7 389,"3,2","3,3",81848,0.0,Spring
cravate club,2002-07-03,Comédie dramatique,85,Frédéric Jardin,"Jérôme Dassier, Frédéric Jardin","Charles Berling, Edouard Baer, Patrick Mille",France,Rezo Films,77 812,"2,7","2,3",4583,0.0,Summer
shahada,2011-01-26,Drame,89,Burhan Qurbani,Burhan Qurbani,"Maryam Zaree, Carlo Ljubek, Jeremias Acheampong",Allemagne,Memento Distribution,18 482,"2,9","2,9",124069,0.0,Winter
love and bruises,2011-11-02,Drame,105,Lou Ye,"Lou Ye, Liu Jie Falin","Corinne Yam, Tahar Rahim, Jalil Lespert",France,Wild Bunch Distribution,8 330,"2,7","1,9",385557,0.0,Autumn
bas-fonds,2010-12-29,Drame,68,Isild Le Besco,Marie Chaduc,"Valérie Nataf, Ginger Romàn, Noémie Le Carrer",France,Ciné Classic,1 753,"3,6","1,8",58140,0.0,Winter
au voleur,2009-09-30,Drame,100,Sarah Leonor,"Emmanuelle Jacob, Sarah Leonor","Guillaume Depardieu, Florence Loiret-Caille, Jacques Nolot",France,Shellac,5 435,"3,5","2,8",47754,2000000.0,Autumn
den allvarsamma leken,2017-06-07,Drame,115,Pernilla August,Lone Scherfig,"Karin Franz Körlof, Sverrir Gudnason, Liv Mjönes",Suède,Paradis Films,7 364,"2,5","3,1",38361,0.0,Summer
the nativity story,2006-12-06,Drame,98,Catherine Hardwicke,Mike Rich,"Mary Mouser, Keisha Castle-Hughes, Oscar Isaac",U.S.A.,Metropolitan FilmExport,33 737,"2,7","2,8",115813,35000000.0,Winter
12 ans d'âge,2013-06-26,Comédie,85,Frédéric Proust,Frédéric Proust,"François Berléand, Patrick Chesnais, Anne Consigny",France,Pyramide Distribution,35 147,"2,2","2,4",218633,0.0,Summer
jiabiangou,2012-03-14,Drame,113,Wang Bing,Wang Bing,"Li Xiangnian, Lu Ye, Lian Renjun",France,"Les Bookmakers , Capricci Films",2 222,"3,8","3,3",25644,0.0,Spring
a.l.f.,2012-11-07,Drame,96,Jérôme Lescure,Jérôme Lescure,"Alexandre Laigner, Alice Pehlivanyan, Jean-Pierre Loustau",France,Les Films à Fleur de Peau,535,"1,8","3,9",307071,0.0,Autumn
landes,2013-07-31,Drame,95,François-Xavier Vives,"François-Xavier Vives, Camille Fontaine","Marie Gillain, Jalil Lespert,  Miou-Miou",France,Dulac Distribution,33 543,"3,3","2,7",118093,0.0,Summer
morrer como um homem,2010-04-28,"Drame, Biopic",133,João Pedro Rodrigues,"João Pedro Rodrigues, Rui Catalao","Fernando Santos, Alexander David, Gonçalo Ferreira de Almeida",France,Epicentre Films,4 454,"3,9","2,9",33163,0.0,Spring
changement d'adresse,2006-06-21,"Comédie, Romance",85,Emmanuel Mouret,Emmanuel Mouret,"Emmanuel Mouret, Frédérique Bel, Fanny Valette",France,Shellac,61 080,"4,0","2,7",54569,0.0,Summer
j'attends quelqu'un,2007-03-21,Comédie dramatique,96,Jérôme Bonnell,Jérôme Bonnell,"Jean-Pierre Darroussin, Emmanuelle Devos, Eric Caravaca",France,Bac Films,67 017,"3,7","1,8",96211,0.0,Spring
mio fratello è figlio unico,2007-09-12,"Comédie, Drame",100,Daniele Luchetti,"Daniele Luchetti, Sandro Petraglia","Elio Germano, Riccardo Scamarcio, Diane Fleri",Italie,StudioCanal,44 271,"3,5","3,3",55323,5000000.0,Autumn
ça commence par la fin,2010-05-26,"Drame, Romance",88,Michaël Cohen,Michaël Cohen,"Emmanuelle Béart, Michaël Cohen, Léopold Kraus",France,ARP Sélection,23 561,"2,1","1,7",190854,0.0,Spring
bal,2010-09-22,Drame,103,Semih Kaplanoğlu,"Semih Kaplanoğlu, Orçun Köksal","Bora Altaş, Erdal Beşikçioğlu, Tülin Özen",Turquie,Bodega Films,11 870,"3,6","3,2",56444,0.0,Autumn
black is beltza ii: ainhoa,2022-11-16,"Animation, Thriller",80,Fermin Muguruza,"Harkaitz Cano, Fermin Muguruza","Itziar Ituño, Ariadna Gil, Antonio de la Torre",Espagne,Urban Distribution,137,"2,8","3,3",79479,0.0,Autumn
a cock and bull story,2006-07-05,Comédie,90,Michael Winterbottom,Michael Winterbottom,"Steve Coogan, Rob Brydon, Keeley Hawes",Grande-Bretagne,ID Distribution,25 500,"4,0","2,4",28184,0.0,Summer
the ones below,2017-03-22,Thriller,86,David Farr,David Farr,"Clémence Poésy, David Morrissey, Stephen Campbell-Moore",Grande-Bretagne,Septième Factory,11 134,"3,0","2,6",260836,0.0,Spring
boys like us,2014-09-03,Comédie,86,Patric Chiha,"Patric Chiha, Raphaël Bouvet","Florian Carove, Raphaël Bouvet, Jonathan Capdevielle",France,Bac Films,4 599,"2,8","2,1",93802,0.0,Autumn
sur quel pied danser,2016-07-06,"Comédie musicale, Comédie",85,Paul Calori,"Kostia Testut, Paul Calori, Kostia Testut","Pauline Etienne, Olivier Chantreau, François Morel",France,Rezo Films,6 413,"3,3","2,9",117944,0.0,Summer
la ragazza del mondo,2017-04-19,"Drame, Romance",101,Marco Danieli,"Marco Danieli, Antonio Manca","Sara Serraiocco, Michele Riondino, Marco Leonardi",Italie,Bellissima Films,3 128,"3,5","3,5",22461,0.0,Spring
carancho,2011-02-02,Drame,107,Pablo Trapero,"Alejandro Fadel, Martin Mauregui","Ricardo Darín, Martina Gusmán, Carlos Weber",France,Ad Vitam,36 646,"3,6","3,1",228715,0.0,Winter
"gospod postoi, imeto i' e petrunija",2019-05-01,"Drame, Comédie",100,Teona Strugar Mitevska,"Teona Strugar Mitevska, Elma Tataragic","Zorica Nusheva, Labina Mitevska, Simeon Moni Damevski",Autres,Pyramide Distribution,12 806,"3,3","3,5",234010,0.0,Spring
l'hiver dernier,2012-02-29,Drame,103,John Shank,John Shank,"Vincent Rottiers, Anaïs Demoustier, Florence Loiret-Caille",Belgique,Le Pacte,3 808,"3,1","2,3",309556,0.0,Winter
flesh out,2019-09-04,Drame,94,Michela Occhipinti,"Michela Occhipinti, Simona Coppini","Verida Beitta Ahmed Deiche, Amal Saad Bouh Oumar, Aichetou Abdallahi Najim",Italie,KMBO,7 125,"3,0","3,8",193638,0.0,Autumn
héraðið,2019-09-11,"Drame, Comédie",92,Grímur Hákonarson,Grímur Hákonarson,"Arndís Hrönn Egilsdóttir, Sveinn Ólafur Gunnarsson, Sigurður Sigurjónsson",Islande,Haut et Court,6 931,"2,7","3,2",141178,0.0,Autumn
sestra,2020-10-07,Drame,97,Svetla Tsotsorkova,"Svetla Tsotsorkova, Svetoslav Ovcharov","Monika Naydenova, Svetlana Yancheva, Elena Zamyarkova",Bulgarie,Tamasa Distribution,474,"2,9","2,8",63902,0.0,Autumn
thirst street,2018-07-25,"Romance, Comédie",83,Nathan Silver,"Chris Wells (II), Nathan Silver","Lindsay Burdge, Damien Bonnard, Esther Garrel",France,Stray Dogs Distribution,2 275,"3,2","3,2",129875,0.0,Summer
clubbed,2009-01-21,"Drame, Thriller",95,Neil Thompson,Geoff Thompson,"Colin Salmon, Mel Raido, Shaun Parkes",Grande-Bretagne,Pretty Pictures,12 082,"2,8","3,5",130988,0.0,Winter
the slut,2012-07-11,Drame,87,Hagar Ben Asher,Hagar Ben Asher,"Hagar Ben Asher, Ishai Golan, Itcho Avital",Israël,"Zootrope Films , Luminor",1 834,"2,6","2,3",105147,0.0,Summer
casa grande,2015-06-03,Drame,114,Fellipe Barbosa,"Fellipe Barbosa, Karen Sztajnberg","Thales Cavalcanti, Marcello Novaes, Suzana Pires",Brésil,Damned Distribution,6 450,"3,5","3,4",92521,0.0,Summer
domingo,2018-10-10,"Comédie, Drame",95,Fellipe Barbosa,"Clara Linhart, Lucas Paraizo","Itala Nandi, Camila Morgado, Augusto Madeira",Brésil,Condor Distribution,3 477,"2,9","3,3",261110,0.0,Autumn
quién te cantará,2018-10-24,Drame,122,Carlos Vermut,Carlos Vermut,"Najwa Nimri, Eva Llorach, Carme Elias",Espagne,Le Pacte,6 660,"3,1","2,9",93499,0.0,Autumn
urmel aus dem eis,2008-05-07,Animation,87,Reinhard Klooss,"Holger Tappe, Oliver Huzly, Reinhard Klooss","Roger Carel, Valentin Maupin, Pierre-François Pistorio",Allemagne,Océan Films,37 120,"2,8","2,6",169778,0.0,Spring
chouquette,2017-08-02,Comédie,83,Patrick Godeau,"Patrick Godeau, Natalie Carter","Sabine Azéma, Michèle Laroque, Michèle Moretti",France,Wild Bunch Distribution,37 248,"2,4","2,3",112563,0.0,Summer
quelques jours en septembre,2006-09-06,"Drame, Thriller",110,Santiago Amigorena,Santiago Amigorena,"Juliette Binoche, John Turturro, Nick Nolte",France,Gémini Films,39 760,"2,3","2,1",47126,10000000.0,Autumn
a vingança de uma mulher,2014-11-19,Drame,100,Rita Azevedo Gomes,Rita Azevedo Gomes,"Rita Durao, Fernando Rodrigues, Hugo Tourita",Portugal,Capricci Films,291,"4,0","3,1",10087,0.0,Autumn
mein bruder heißt robert und ist ein idiot,2019-03-27,Drame,173,Philip Gröning,"Philip Gröning, Sabine Timoteo","Julia Zange, Josef Mattes, Urs Jucker",Allemagne,"Contre-Courants , French Distribution",716,"2,0","2,0",8629,0.0,Spring
zavet,2008-01-30,"Comédie, Romance",137,Emir Kusturica,"Emir Kusturica, Ranko Bozic","Uros Milovanovic, Marija Petronijevic, Aleksandar Bercek",France,Mars Films,53 295,"2,8","3,2",114161,0.0,Winter
magnifica presenza,2013-07-31,Comédie dramatique,106,Ferzan Özpetek,"Ferzan Özpetek, Federica Pontremoli","Elio Germano, Paola Minaccioni, Beppe Fiorello",Italie,DistriB Films,4 683,"3,2","3,3",16268,0.0,Summer
rengaine,2012-11-14,Comédie dramatique,75,Rachid Djaïdani,Rachid Djaïdani,"Slimane Dazi, Sabrina Hamida, Stephane Soo Mongo",France,Haut et Court,45 485,"4,0","2,8",572760,0.0,Autumn
the last kiss,2006-10-25,"Comédie, Drame, Romance",104,Tony Goldwyn,Paul Haggis,"Zach Braff, Jacinda Barrett, Rachel Bilson",U.S.A.,SND,50 139,"2,4","2,8",125119,20000000.0,Autumn
ang panahon ng halimaw,2018-07-25,"Musical, Drame",234,Lav Diaz,Lav Diaz,"Piolo Pascual, Shaina Magdayao, Pinky Amador",Philippines,ARP Sélection,371,"3,8","3,3",16630,0.0,Summer
struck by lightning,2013-06-19,"Comédie, Drame",83,Brian Dannelly,Chris Colfer,"Chris Colfer, Rebel Wilson, Christina Hendricks",U.S.A.,Eurozoom,4 901,"2,6","3,3",266139,0.0,Summer
kielletty hedelmä,2011-12-28,Drame,104,Dome Karukoski,Aleksi Bardy,"Marjut Maristo, Amanda Pilke, Joel Mäkinen",Finlande,Artédis,372,"2,8","2,9",49958,2100000.0,Winter
pauvre richard!,2013-01-16,Comédie,90,Malik Chibane,"Michel Sanz, Malik Chibane","Frédéric Diefenthal, Yacine Belhousse, Elsa Lunghini",France,Mica Films,5 823,"2,3","1,6",285312,0.0,Winter
gold,2013-07-24,"Drame, Western",100,Thomas Arslan,Thomas Arslan,"Nina Hoss, Marko Mandić, Peter Kurth",Allemagne,Happiness Distribution,15 074,"3,1","3,2",125355,6500000.0,Summer
the 13th day,2016-01-13,"Drame, Historique",85,Dominic Higgins,"Ian Higgins (II), Dominic Higgins, Ian Higgins","Jane Lesley, Michael D'Cruze, Kelley Costigan",Grande-Bretagne,Saje Distribution,1 656,"3,4",--,122931,0.0,Winter
boarding gate,2007-08-22,"Thriller, Drame",105,Olivier Assayas,Olivier Assayas,"Asia Argento, Michael Madsen, Carl Loong Ng",France,ARP Sélection,37 679,"3,2","1,8",162336,0.0,Summer
les enfants du pays,2006-04-19,Comédie dramatique,87,Pierre Javaux,"Emmanuel Mauro, Pierre Chaillan","Michel Serrault, William Nadylam, Emma Javaux",France,Bac Films,45 921,"1,9","2,1",31682,0.0,Spring
hirune hime: shiranai watashi no monogatari,2017-07-12,"Animation, Drame, Fantastique",111,Kenji Kamiyama,Kenji Kamiyama,"Mitsuki Takahata, Yôsuke Eguchi, Shinnosuke Mitsushima",Japon,Eurozoom,8 931,"3,0","3,3",48548,0.0,Summer
el hombre de al lado,2011-05-04,Drame,110,Gastón Duprat,"Mariano Cohn, Andrés Duprat","Rafael Spregelburg, Daniel Aráoz, Eugenia Alonso",Argentine,Bodega Films,11 482,"3,4","3,8",58398,0.0,Spring
toast,2011-10-05,"Comédie dramatique, Biopic",96,S.J. Clarkson,Lee Hall,"Oscar Kennedy, Helena Bonham Carter, Freddie Highmore",Grande-Bretagne,UGC Ph,4 268,"2,3","2,9",104319,0.0,Autumn
goodbye mister wong,2021-12-29,Drame,100,Kiyé-Simon Luang,Kiyé-Simon Luang,"Nini Phonesavanh Vilivong, Marc Barbé, Soulasath Saul",France,Shellac,814,"3,6","2,6",86292,0.0,Winter
no pasaran,2009-07-15,Comédie,88,Emmanuel Caussé,"Eric Martin (IV), Emmanuel Caussé, Eric Martin (IV)","Cyril Lecomte, Elodie Navarre, Bernard Blancan",France,Rezo Films,5 100,"2,6","2,8",104461,2300000.0,Summer
kalat hayam,2009-06-10,Drame,105,Keren Yedaya,Keren Yedaya,"Dana Ivgy, Mahmud Shalaby, Roy Assaf",France,Rezo Films,29 053,"3,7","3,6",57070,0.0,Summer
meduzot,2007-09-05,Drame,78,Etgar Keret,"Shira Geffen, Shira Geffen","Sarah Adler, Noa Raban, Gera Sandler",Israël,Pyramide Distribution,25 944,"3,6","2,7",41948,1800000.0,Autumn
staten island,2009-08-05,"Thriller, Policier",96,James DeMonaco,James DeMonaco,"Ethan Hawke, Vincent D'Onofrio, Seymour Cassel",France,EuropaCorp Distribution,58 633,"2,7","2,5",154104,0.0,Summer
baby blues,2008-11-26,"Comédie, Romance",95,Diane Bertrand,"Diane Bertrand, Bruno Japy","Karin Viard, Stefano Accorsi, Valérie Benguigui",France,Mars Films,30 577,"2,6","2,2",102559,0.0,Autumn
