title,release_date,genre,duration,director,producers,cast,age_limit,nationality,distributor,box_office_title,box_office_first_week,press_eval,viewers_eval,views
Dopo La Guerra,21 mars 2018,Drame,1h 32min,Annarita Zambrano,"Annarita Zambrano, Delphine Agut","Giuseppe Battiston, Charlotte Cétaire, Barbora Bobulova",,France,Pyramide Distribution,Box Office France,10172,"3,0","3,0",274194
Souvenir,21 décembre 2016,"Romance, Drame",1h 34min,Bavo Defurne,"Jacques Boon, Bavo Defurne","Isabelle Huppert, Kévin Azaïs, Johan Leysen",,France,ARP Sélection,Box Office France,26809,"3,1","2,8",243124
Ta mère,30 décembre 2015,"Comédie dramatique, Romance",1h 18min,Touria Benzari,,"Sofia Manousha, Salim Kechiouche, Julie Gayet",,France,VO2MAX,Box Office France,600,"3,1",--,33323
White Shadow,11 mars 2015,Drame,1h 55min,Noaz Deshe,"Noaz Deshe, James Masson","Hamisi Bazili, James Gayo, Salum Abdallah",Interdit aux moins de 12 ans,Tanzanie,Premium Films,Box Office France,850,"3,9","3,4",136737
I Spy,19 février 2003,"Action, Comédie, Policier",1h 37min,Betty Thomas,"Marianne Wibberley, Cormac Wibberley","Eddie Murphy, Owen Wilson, Malcolm McDowell",,U.S.A.,Columbia TriStar Films,Box Office France,108025,"2,1","1,8",16495
Contes sur moi!,21 février 2018,Animation,0h 40min,Mohammad Ali Soleymanzadeh,"Anastasiya Sokolova, Negareh Halimi",,,Iran,Les Films du Whippet,Box Office France,1484,"3,7","2,9",10484
The Wash,,Comédie,1h 36min,D.J. Pooh, D.J. Pooh," Dr. Dre, Snoop Dogg,  D.J. Pooh",,U.S.A.,,Box Office US,3000000,"2,0",--,
Wajib,14 février 2018,Drame,1h 36min,Annemarie Jacir,Annemarie Jacir,"Mohammad Bakri, Saleh Bakri, Maria Zreik",,Palestine,Pyramide Distribution,Box Office France,17915,"3,5","3,6",198887
My boss's daughter,25 août 2004,"Comédie, Romance",1h 25min,David Zucker,David Dorfman (II),"Ashton Kutcher, Tara Reid, Terence Stamp",,U.S.A.,TFM Distribution,Box Office US,5000000,"2,2","1,7",97658
Le Monde sur le fil,6 octobre 2010,"Policier, Science fiction",3h 25min,Rainer Werner Fassbinder,"Rainer Werner Fassbinder, Fritz Müller-Scherz","Klaus Löwitsch, Barbara Valentin, Adrian Hoven",,Allemagne de l'Ouest,Carlotta Films,Box Office France,724,"4,0","3,6",13366
Mortuary,3 mai 2006,"Epouvante-horreur, Thriller",1h 30min,Tobe Hooper,"Jace Anderson, Adam Gierasch","Dan Byrd, Denise Crosby, Stephanie Patton",Interdit aux moins de 12 ans,U.S.A.,La Fabrique de Films,Box Office France,42109,"2,3","1,2",79966
Gal,7 mai 2008,"Drame, Policier",1h 45min,Miguel Courtois Paternina,Antonio Onetti,"José Garcia, Natalia Verbeke, Bernard Le Coq",,Espagne,EuropaCorp Distribution,Box Office France,33872,"2,6","2,0",51066
Die Welt wird eine andere sein,11 août 2021,Drame,1h 59min,Anne Zohra Berrached,Stefanie Misrahi,"Canan Kir, Roger Azar, Özay Fecht",,Allemagne,Haut et Court,Box Office France,1724,"3,4","3,1",31588
Hyde Park On Hudson,27 février 2013,"Drame, Romance, Comédie",1h 35min,Roger Michell,Richard Nelson,"Bill Murray, Laura Linney, Samuel West",,Grande-Bretagne,Diaphana Distribution,Box Office France,82306,"2,8","2,4",400542
Vampires,1 septembre 2010,"Comédie, Fantastique",1h 32min,Vincent Lannoo,"Vincent Lannoo, Frédérique Broos","Carlo Ferrante, Vera Van Dooren, Pierre Lognay",,Belgique,Eurozoom,Box Office France,2117,"2,6","2,5",149523
Le Jour de la grenouille,12 septembre 2012,Drame,1h 28min,Beatrice Pollet,Beatrice Pollet,"Joséphine de Meaux, Patrick Catalifo, Dominique Reymond",,France,Jour2fête,Box Office France,1550,"2,7","2,7",164702
Riding in cars with boys,24 juillet 2002,"Comédie dramatique, Biopic",2h 02min,Penny Marshall,Morgan Upton Ward,"Drew Barrymore, Steve Zahn, Adam Garcia",,U.S.A.,Columbia TriStar Films,Box Office US,10800000,"2,8","3,2",9533
Hénaut Président,21 mars 2012,Comédie,1h 40min,Michel Muller,"Michel Muller, Antoine Benguigui","Michel Muller, Olivier Gourmet, Fred Scotlande",,France,CTV International,Box Office France,3854,"2,7","2,9",113161
Les Papas du dimanche,25 janvier 2012,Comédie dramatique,1h 26min,Louis Becker,"Olivier Torres, Louis Becker","Thierry Neuvic, Hélène Fillières, Olivier Baroux",,France,Pathé,Box Office France,43765,"2,0","2,9",629137
Les Enfants d'Isadora,20 novembre 2019,Drame,1h 25min,Damien Manivel,"Damien Manivel, Julien Dieudonné","Agathe Bonitzer, Manon Carpentier, Marika Rizzi",,France,Shellac,Box Office France,3351,"3,6","2,2",19723
Papa Was Not a Rolling Stone,8 octobre 2014,Comédie dramatique,1h 39min,Sylvie Ohayon,"Sylvie Ohayon, Sylvie Verheyde","Doria Achour, Aure Atika, Marc Lavoine",,France,Pathé,Box Office France,51667,"2,9","2,8",395536
Oh Lucy!,31 janvier 2018,Comédie dramatique,1h 35min,Atsuko Hirayanagi,"Atsuko Hirayanagi, Boris Frumin","Shinobu Terajima, Shioli Kutsuna, Josh Hartnett",,Japon,Nour Films,Box Office France,16720,"2,8","3,5",189410
Tell me lies,10 octobre 2012,Drame,1h 48min,Peter Brook,"Peter Brook, Michael Kustow","Mark Jones, Robert Lloyd, Glenda Jackson",,Grande-Bretagne,Dulac Distribution,Box Office France,3901,"3,8","3,6",186487
Théo et les métamorphoses,9 mars 2022,Comédie dramatique,1h 36min,Damien Odoul,Damien Odoul,"Théo Kermel, Pierre Meunier, Ayumi Roux",Interdit aux moins de 12 ans,France,Wild Bunch Distribution,Box Office France,969,"3,3","2,2",4270
Abracadabra,4 avril 2018,"Comédie dramatique, Fantastique, Thriller",1h 33min,Pablo Berger,Pablo Berger,"Maribel Verdú, Antonio de la Torre, José Mota",,Espagne,Condor Distribution,Box Office France,14622,"2,6","2,7",179139
Ma petite planète chérie,20 octobre 2010,Animation,0h 44min,Jacques-Rémy Girerd,,,à partir de 3 ans (children's film),France,Folimage,Box Office France,8784,"3,4","3,9",4979
The In-Laws,9 juin 2004,"Comédie, Aventure",1h 37min,Andrew Fleming,"Ed Solomon, Nat Mauldin","Michael Douglas, Albert Brooks, Ryan Reynolds",,U.S.A.,Quinta Distribution,Box Office US,7330000,"2,2","2,4",9899
Wela,4 mai 2022,Drame,1h 58min,Jakrawal Nilthamrong,Jakrawal Nilthamrong,"Thaveeratana Leelanuja, Prapamonton Eiamchan, Sorabodee Changsiri","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Thaïlande,Damned Distribution,Box Office France,250,"3,1","3,5",32414
The Mill and the Cross,28 décembre 2011,"Drame, Historique",1h 32min,Lech Majewski,"Lech Majewski, Michael Francis Gibson","Rutger Hauer, Charlotte Rampling, Michael York",,Pologne,Dulac Distribution,Box Office France,22606,"3,2","2,7",317911
La Llamada,3 août 2011,"Drame, Romance",1h 32min,Stefano Pasetto,"Stefano Pasetto, Veronica Cascelli","Sandra Ceccarelli, Francesca Inaudi, César Bordón",,Italie,Memento Distribution,Box Office France,5972,"2,3","2,9",42202
"10, 11, 12... Pougne le hérisson",24 octobre 2012,Animation,0h 48min,Iouri Tcherenkov,"Alexandra Condoure, Antoine Lanciaux",,à partir de 3 ans (children's film),France,Folimage,Box Office France,6890,"3,8","2,8",85112
Upstream Color,23 août 2017,"Drame, Science fiction",1h 36min,Shane Carruth,Shane Carruth,"Amy Seimetz, Shane Carruth, Andrew Sensenig",,U.S.A.,Ed Distribution,Box Office France,2084,"3,5","2,7",33005
View from the Top,1 octobre 2003,"Comédie, Romance",1h 27min,Bruno Barreto,Eric Wald,"Gwyneth Paltrow, Kelly Preston, Christina Applegate",,U.S.A.,TFM Distribution,Box Office US,7563000,"2,2","1,8",23973
Remember Me,9 septembre 2020,"Romance, Comédie",1h 21min,Martín Rosete,"Rafa Russo, Martín Rosete","Bruce Dern, Caroline Silhol, Brian Cox",,U.S.A.,Alba Films,Box Office France,4737,"2,5","2,8",87412
Tao jie,8 mai 2013,Comédie dramatique,2h 03min,Ann Hui,"Susan Chan, Roger Lee","Andy Lau, Deannie Yip, Quin Hailu",,Hong-Kong,Les Acacias,Box Office France,12263,"3,8","4,0",33061
As If I Am Not There,27 février 2013,Drame,1h 49min,Juanita Wilson (II),Juanita Wilson (II),"Natasa Petrovic, Fedja Stukan, Miraj Grbic",Interdit aux moins de 12 ans,Irlande,Aramis Films,Box Office France,424,"2,4","3,6",26777
Tous les rêves du monde,,Divers,1h 48min,Laurence Ferreira Barbosa,"Laurence Ferreira Barbosa, Guillaume André","Pamela Ramos, Rosa Da Costa, Antonio Torres Lima",,France,Alfama Films,Box Office France,6050,"3,5","3,4",102903
Der Räuber,10 novembre 2010,"Drame, Judiciaire, Biopic",1h 30min,Benjamin Heisenberg,"Benjamin Heisenberg, Martin Prinz","Andreas Lust, Franziska Weisz, Florian Wotruba",,Autriche,ASC Distribution,Box Office France,4121,"3,8","3,1",116976
Cabeza de Vaca,22 décembre 2010,"Aventure, Historique, Drame",1h 52min,Nicolás Echevarría,"Nicolás Echevarría, Xavier Robles","Juan Diego, Daniel Giménez Cacho, Roberto Sosa",,U.S.A.,Ed Distribution,Box Office France,4405,"3,8","3,6",32127
Make It Happen,10 juin 2009,Comédie musicale,1h 29min,Darren Grant,"Duane Adler, Nicole Avril","Mary Elizabeth Winstead, Tessa Thompson, Riley Smith",,U.S.A.,SND,Box Office France,97719,"1,3","2,6",429631
La Mujer Sin Cabeza,29 avril 2009,Drame,1h 27min,Lucrecia Martel,Lucrecia Martel,"María Onetto, Claudia Cantero, Inés Efron",,France,Ad Vitam,Box Office France,6808,"3,1","2,3",28706
"Welcome Home, Roscoe Jenkins",19 mars 2008,Comédie,1h 54min,Malcolm D. Lee,Malcolm D. Lee,"Martin Lawrence, James Earl Jones, Affion Crockett",,U.S.A.,Paramount Pictures France,Box Office US,16207730,"2,7",--,64028
Ta mort en short(s),31 octobre 2018,Animation,0h 54min,Lucrèce Andreae,"Anne Huynh, Anne Baillod",,à partir de 10 ans (children's film),France,Folimage,Box Office France,815,"3,8","4,1",5201
Mary,21 décembre 2005,"Drame, Thriller",1h 25min,Abel Ferrara,"Abel Ferrara, Simone Lageoles","Juliette Binoche, Forest Whitaker, Heather Graham",,France,Pan Européenne Edition,Box Office France,24534,"3,7","2,1",37188
Head Full Of Honey,20 mars 2019,"Drame, Comédie",2h 12min,Til Schweiger,"Til Schweiger, Jojo Moyes","Nick Nolte, Matt Dillon, Emily Mortimer",,U.S.A.,Warner Bros. France,Box Office France,13224,"2,7",--,323404
Histoires de petites gens,6 juillet 2022,Comédie dramatique,1h 30min,Djibril Diop Mambety,Djibril Diop Mambety,,,Sénégal,JHR Films,Box Office France,387,"3,1",--,1642
El Empleado Y El Patron,6 avril 2022,"Drame, Thriller",1h 46min,Manuel Nieto Zas,Manuel Nieto Zas,"Nahuel Perez Biscayart, Cristian Borges, Justina Bustos",,Uruguay,Eurozoom,Box Office France,5472,"3,3","3,2",5128
Do-nui Mat,23 janvier 2013,Drame,1h 55min,Im Sang-soo,Im Sang-soo,"Kang-Woo Kim, Yun-Shik Baek, Yuh-Jung Youn",Interdit aux moins de 12 ans,Corée du Sud,Wild Side Films / Le Pacte,Box Office France,12708,"3,4","3,1",656376
La Dune,13 août 2014,Drame,1h 26min,Yossi Aviram,Yossi Aviram,"Niels Arestrup, Lior Ashkenazi, Guy Marchand",,France,Le Pacte,Box Office France,8847,"3,2","2,8",177486
Test,1 avril 2015,Drame,1h 19min,Chris Mason Johnson,Chris Mason Johnson,"Scott Marlowe, Matthew Risch, Evan Boomer",,U.S.A.,KMBO,Box Office France,251,"2,6","3,7",115699
A nagy Füzet,19 mars 2014,"Drame, Guerre",1h 49min,Janos Szasz,"Janos Szasz, András Szekér","András Gyémánt, László Gyémánt, Gyöngyvér Bognár","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Hongrie,Pretty Pictures,Box Office France,6116,"3,0","3,4",143463
Einitréð,8 mai 2019,"Drame, Fantastique",1h 19min,Nietzchka Keene,Nietzchka Keene," Björk, Bryndis Petra Bragadóttir, Valdimar Örn Flygenring","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Islande,Les Bookmakers / Capricci Films,Box Office France,1368,"3,6","3,4",21878
Le Chien du Tibet,26 septembre 2012,Animation,1h 35min,Masayuki Kojima,Naoto Inoue,,à partir de 6 ans (children's film),Japon,Gebeka Films,Box Office France,9454,"2,7","3,6",372560
Allez raconte !,20 octobre 2010,Animation,1h 17min,Jean-Christophe Roger (II),Jean-Christophe Roger (II),"Eric Métayer, Elie Semoun, Fred Testot",à partir de 6 ans (children's film),France,Gebeka Films,Box Office France,10502,"2,8","3,4",132470
Au galop,17 octobre 2012,Comédie dramatique,1h 33min,Louis-Do de Lencquesaing,Louis-Do de Lencquesaing,"Marthe Keller, Valentina Cervi, Alice de Lencquesaing",,France,Pyramide Distribution,Box Office France,20098,"2,8","2,4",506275
Infancia clandestina,8 mai 2013,Drame,1h 50min,Benjamín Avila,"Benjamín Avila, Marcelo Müller","Ernesto Alterio, Natalia Oreiro, César Troncoso",,Espagne,Pyramide Distribution,Box Office France,20221,"3,6","3,9",190411
Harragas,24 février 2010,Drame,1h 35min,Merzak Allouache,Merzak Allouache,"Lamia Boussekine, Nabil Asli, Samir El Hakim",,France,Jour2fête,Box Office France,6543,"2,9","3,3",41274
Louise Michel la rebelle,7 avril 2010,"Biopic, Drame, Historique",1h 30min,Solveig Anspach,"Jacques Kirsner, Michel Ragon","Sylvie Testud, Nathalie Boutefeu, Alexandre Steiger",,France,Hévadis Films,Box Office France,1560,"2,7","2,8",
Poursuite,9 mars 2011,Drame,1h 32min,Marina Déak,Marina Déak,"Marina Déak, Yann Guillemot, Renaud Dehesdin",,France,Contre-Allée Distribution,Box Office France,1114,"3,2","2,2",29943
Water,6 septembre 2006,"Drame, Romance",1h 54min,Deepa Mehta,Deepa Mehta,"Lisa Ray, Seema Biswas, John Abraham (II)",,Canada,Films sans Frontières,Box Office US,292000,"3,6","4,0",24313
The Order,19 novembre 2003,"Thriller, Action",1h 43min,Brian Helgeland,Brian Helgeland,"James Greene (III), Heath Ledger, Shannyn Sossamon",Interdit aux moins de 12 ans,U.S.A.,UFD,Box Office US,4310000,"2,0","2,1",18516
Lili Rose,22 octobre 2014,"Comédie dramatique, Romance",1h 30min,Ballouard Bruno,Ballouard Bruno,"Salomé Stévenin, Mehdi Dehbi, Bruno Clairefond",,France,Zelig Films Distribution,Box Office France,3344,"2,8","3,2",28259
Le Coeur régulier,30 mars 2016,Drame,1h 35min,Vanja D'Alcantara,Vanja D'Alcantara,"Isabelle Carré, Jun Kunimura, Niels Schneider",,Belgique,Condor Distribution,Box Office France,26599,"2,9","3,0",194464
Mandariinid,6 avril 2016,"Drame, Guerre",1h 27min,Zaza Urushadze,Zaza Urushadze,"Lembit Ulfsak, Elmo Nüganen, Misha Meskhi",,Estonie,ACE Entertainment Films,Box Office France,4816,"3,8","3,9",15983
Cruel,1 février 2017,"Thriller, Policier",1h 48min,Éric Cherrière,Éric Cherrière,"Jean-Jacques Lelté, Magali Moreau, Maurice Poli",,France,Aanna Films,Box Office France,341,"2,7","2,8",102835
Les Chaises Musicales,29 juillet 2015,Comédie dramatique,1h 23min,Marie Belhomme,"Marie Belhomme, Michel Leclerc","Isabelle Carré, Carmen Maura, Philippe Rebbot",,France,Bac Films,Box Office France,31881,"2,6","2,7",221780
Goodbye Morocco,13 février 2013,Drame,1h 42min,Nadir Moknèche,Nadir Moknèche,"Lubna Azabal, Radivoje Bukvic, Faouzi Bensaïdi",,France,Les Films du Losange,Box Office France,13184,"3,1","3,1",48694
Le Week-end,5 mars 2014,"Comédie dramatique, Romance",1h 33min,Roger Michell,Hanif Kureishi,"Jim Broadbent, Lindsay Duncan, Jeff Goldblum",,Grande-Bretagne,ARP Sélection,Box Office France,31950,"3,4","2,6",94224
Corps étranger,21 février 2018,Drame,1h 32min,Raja Amari,Raja Amari,"Hiam Abbass, Sara Hanachi, Salim Kechiouche",,France,Paname Distribution,Box Office France,5002,"3,1","2,5",162189
Keul-Le-Eo-Ui-Ka-Me-La,7 mars 2018,Comédie dramatique,1h 09min,Hong Sang-Soo,Hong Sang-Soo,"Isabelle Huppert, Kim Min-Hee, Jang Mi Hee",,Corée du Sud,Jour2fête,Box Office France,11402,"3,4","2,7",24938
Isha Ovedet,17 avril 2019,Drame,1h 32min,Michal Aviad,"Michal Aviad, Sharon Azulay Eyal","Liron Ben-Shlush, Menashe Noy, Oshri Cohen",,Israël,KMBO,Box Office France,9577,"3,7","3,9",242420
The Reports on Sarah and Saleem,8 mai 2019,"Drame, Romance, Judiciaire",2h 07min,Muayad Alayan,Rami Musa Alayan,"Maisa Abd Elhadi, Adeeb Safadi, Sivane Kretchner",,Palestine,Bodega Films,Box Office France,4730,"3,4","3,9",12228
"Boogie, el aceitoso",17 novembre 2010,"Animation, Action, Thriller",1h 23min,Gustavo Cova,"Roberto Fontanarrosa, Marcelo Paez-Cubells","Liane Foly, Pablo Echarri, Nancy Dupláa",,Argentine,Colifilms Diffusion,Box Office France,4922,"2,2","2,8",253141
L'Intrusa,13 décembre 2017,Drame,1h 35min,Leonardo Di Costanzo,"Leonardo Di Costanzo, Maurizio Braucci","Raffaella Giordano, Valentina Vannino, Martina Abbate",,Italie,Les Bookmakers / Capricci Films,Box Office France,1803,"3,5","2,9",16706
Das Sandmännchen - Abenteuer im Traumland,9 février 2011,Animation,1h 24min,Helmut Fischer,"Sinem Sakaoğlu, Jesper Møller, Katharina Reschke, Jan Claudius Strathmann","Bruno Renne, Volker Lechtenbrink, Ilja Richter",,Allemagne,Bac Films,Box Office France,14669,"3,3","3,4",223316
Bamako,18 octobre 2006,Drame,1h 58min,Abderrahmane Sissako,Abderrahmane Sissako,"Aïssa Maïga, Tiécoura Traoré, Maïmouna Hélène Diarra",,France,Les Films du Losange,Box Office France,47089,"4,1","2,5",69941
Mrs. Henderson Presents,11 janvier 2006,"Comédie dramatique, Musical",1h 45min,Stephen Frears,Martin Sherman,"Judi Dench, Bob Hoskins, Kelly Reilly",,Grande-Bretagne,Pathé,Box Office France,75881,"3,7","3,2",77275
Nos amis les flics,4 août 2004,Comédie,1h 30min,Bob Swaim,"Bob Swaim, Mathieu Fabiani","Frédéric Diefenthal, Armelle Deutsch, Lorànt Deutsch",,France,TFM Distribution,Box Office France,186571,"2,9","1,8",60814
Don't Come Knocking,12 octobre 2005,Drame,2h 02min,Wim Wenders,"Sam Shepard, Wim Wenders","Sam Shepard, Jessica Lange, Tim Roth",,U.S.A.,Océan Films,Box Office France,61255,"3,9","3,2",22817
Sleepwalker,18 juillet 2001,Thriller,1h 37min,Johannes Runeborg,Johan Brännström,"Ralph Carlsson, Anders Palm, Ewa Carlsson",,Suède,Deal,Box Office France,28561,"2,9","3,5",15263
Here We Are,22 décembre 2021,"Drame, Aventure",1h 34min,Nir Bergman,Dana Idisis,"Shai Avivi, Noam Imber, Smadi Wolfman",,Israël,Dulac Distribution,Box Office France,4244,"3,3","3,7",55480
Aquele Querido Mes de Agosto,17 juin 2009,Romance,2h 30min,Miguel Gomes,"Miguel Gomes, Mariana Ricardo","Sonia Bandeira, Fabio Oliveira, Joaquim Carvalho",,Portugal,Shellac,Box Office France,3837,"3,5","2,7",58580
Drillbit Taylor,7 mai 2008,Comédie,1h 42min,Steven Brill,"Seth Rogen, Kristofor Brown","Owen Wilson, Troy Gentile, Josh Peck",,U.S.A.,Paramount Pictures France,Box Office US,10309986,"2,0","2,2",46785
"Ana, mon amour",21 juin 2017,Drame,2h 05min,Calin Peter Netzer,"Calin Peter Netzer, Cezar Paul Badescu","Mircea Postelnicu, Diana Cavaliotti, Carmen Tanase","Avertissement : des scènes, des propos ou des images peuvent heurter la sensibilité des spectateurs",Roumanie,Dulac Distribution,Box Office France,5875,"3,2","3,4",105892
Des Plans sur la comète,21 juin 2017,Comédie dramatique,1h 33min,Guilhem Amesland,Guilhem Amesland,"Vincent Macaigne, Philippe Rebbot, Suzanne Clément",,France,Jour2fête,Box Office France,3402,"2,3","2,5",102033
Une barque sur l'océan,26 août 2020,"Drame, Romance",1h 35min,Arnold de Parscau,Arnold de Parscau,"Hari Santika, Dorcas Coppin, Elisza Cahaya",,France,Wayna Pitch,Box Office France,183,"2,4","3,2",46245
Kill Your Friends,2 décembre 2015,"Thriller, Comédie",1h 48min,Owen Harris,John Niven,"Nicholas Hoult, Ed Skrein, James Corden",Interdit aux moins de 12 ans,Grande-Bretagne,Chrysalis Films,Box Office France,11400,"3,2","3,2",69696
Chiisai ouchi,1 avril 2015,Drame,2h 16min,Yoji Yamada,"Yoji Yamada, Emiko Hiramatsu","Takako Matsu, Haru Kuroki, Takatarô Kataoka",,Japon,Pyramide Distribution,Box Office France,21318,"3,3","4,0",171869
Razredni Sovraznikn,4 mars 2015,Drame,1h 52min,Rok Bicek,"Nejc Gazvoda, Janez Lapajne","Igor Samobor, Natasa Barbara Gracner, Tjasa Zeleznik",,Slovénie,Paname Distribution,Box Office France,5307,"3,4","3,7",246577
Halt auf freier Strecke,4 avril 2012,Drame,1h 50min,Andreas Dresen,"Andreas Dresen, Cooky Ziesche","Steffi Kühnert, Milan Peschel, Talisa Lilly Lemke",,Allemagne,Dulac Distribution,Box Office France,3540,"3,4","3,5",220900
Toast,5 octobre 2011,"Comédie dramatique, Biopic",1h 36min,S.J. Clarkson,Lee Hall,"Oscar Kennedy, Helena Bonham Carter, Freddie Highmore",,Grande-Bretagne,UGC Ph,Box Office France,4268,"2,3","2,9",104313
